sample_index,sample_id,split,shape_type,topology_type,representation_target,rbc_compatible,component_count,diagnosis,target_role,suitable_for_six_param_refinement,include_in_success_gate,include_in_rbc_control_gate,include_as_negative_control,exclude_reason,failure_reason,model_pass,rbc_representable,baseline_profile_depth_rmse_m,baseline_Er_like_error,baseline_projected_mask_IoU,baseline_projected_mask_Dice,baseline_area_error,baseline_mask_center_error_px,baseline_component_recall_proxy,baseline_merge_component_proxy,baseline_true_component_count,baseline_pred_component_count,oracle_profile_depth_rmse_m,oracle_Er_like_error,oracle_projected_mask_IoU,oracle_projected_mask_Dice,oracle_area_error,oracle_mask_center_error_px,oracle_component_count,oracle_minus_baseline_rmse_m,baseline_minus_oracle_rmse_m,label_L_m,label_W_m,label_D_m,label_aspect_ratio,label_rotation_angle,label_asymmetry_score,label_edge_steepness,feature_input_policy,label_use_policy,test_time_label_use_allowed,pred_L_m,pred_W_m,pred_D_m,pred_wLD,pred_wWD,pred_wLW,oracle_L_m,oracle_W_m,oracle_D_m,oracle_wLD,oracle_wWD,oracle_wLW
28,surf_shape_029_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0002843868398951472,0.8533021975669873,0.29329173166926675,0.45355850422195415,2.4095744680851063,0.06953418360574885,1.0,False,1,1,7.762369041606704e-05,0.23290974237665404,0.8952380952380953,0.9447236180904522,0.11702127659574468,0.08400628433987331,1,-0.00020676314947908018,0.00020676314947908018,0.0085,0.0057799999999999995,0.0022,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019004864618182182,0.010422438383102417,0.0027700006030499935,0.8887579441070557,0.9007352590560913,0.8783375024795532,0.008528479968402319,0.005822803318210374,0.0025643433548808406,4.999998981837393,4.999996733697302,4.999994372300326
29,surf_shape_030_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0004107461255741866,1.0459851413787729,0.3175182481751825,0.481994459833795,2.1494252873563218,0.08437465287923439,1.0,False,1,1,9.172002041123127e-05,0.23356952760782146,0.9094076655052264,0.9525547445255474,0.09961685823754789,0.07066837907730623,1,-0.0003190261051629553,0.0003190261051629553,0.01,0.0068,0.0022,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.021753454580903053,0.011707420460879803,0.003477620193734765,0.8846168518066406,0.9152690172195435,0.8843201994895935,0.010053059304572395,0.006872584620778414,0.0025293022449950717,5.00000040359533,4.999999949870332,4.999994977922748
30,surf_shape_031_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00036174996843863085,0.562097352971877,0.44934445768772346,0.6200657894736842,1.2254641909814323,0.019184981017615985,1.0,False,1,1,0.00015282541025000033,0.23746445352610818,0.9150485436893204,0.9556400506970849,0.09283819628647215,0.05241260573234177,1,-0.00020892455818863052,0.00020892455818863052,0.012,0.008159999999999999,0.003,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.022451458498835564,0.011511571705341339,0.004012241959571838,0.9094985127449036,0.9303855895996094,0.9214988946914673,0.012092150756659564,0.008169786706268988,0.003442355409185423,4.999984667113369,4.999986009905313,4.999971956985466
31,surf_shape_032_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.00026916367277319794,0.3710414276197093,0.6344370860927152,0.7763371150729336,0.5762004175365344,0.08228037688545073,1.0,False,1,1,0.00017795447086396782,0.24530977839759732,0.8936567164179104,0.9438423645320198,0.11899791231732777,0.026019432101736673,1,-9.120920190923011e-05,9.120920190923011e-05,0.013500000000000002,0.00918,0.003,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.021254895254969597,0.010930472053587437,0.0037462038453668356,0.9098603129386902,0.9294582605361938,0.919184684753418,0.01361866470404778,0.00930153132630443,0.0034426579446445835,5.000041944087231,5.000023831013957,5.000017104794779
32,surf_shape_033_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_profile_rmse_high|baseline_mask_dice_low,False,True,0.0007155890674548804,4.736285187850481,0.18478260869565216,0.3119266055045872,4.411764705882353,0.21345017170355626,1.0,False,1,1,3.406481951310908e-05,0.22546557434223444,0.9166666666666666,0.9565217391304348,0.09090909090909091,0.02870096646720915,1,-0.0006815242479417714,0.0006815242479417714,0.0085,0.0057799999999999995,0.001,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.024251310154795647,0.012946804985404015,0.003868852974846959,0.8701770901679993,0.9070960283279419,0.8907564878463745,0.008403114813095256,0.005738369440882491,0.0011749244776593716,5.000010669854636,5.00001066988197,5.000007160739817
33,surf_shape_034_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0005240547752796816,2.924783739993458,0.2611717974180735,0.4141732283464567,2.828897338403042,0.20716751415615264,1.0,False,1,1,4.40169918561442e-05,0.24566169060394108,0.9228070175438596,0.9598540145985401,0.08365019011406843,0.043529826038970126,1,-0.0004800377834235374,0.0004800377834235374,0.01,0.0068,0.001,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02359447069466114,0.013509615324437618,0.003117956453934312,0.8235622048377991,0.8852360248565674,0.8453109264373779,0.009954766406542822,0.006785635443835553,0.0011732283780660007,5.000001177615553,5.00000117743326,5.000001733756882
34,surf_shape_035_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.000250923832480526,0.7818617860015501,0.5411255411255411,0.702247191011236,0.848,0.07796538585933223,1.0,False,1,1,7.400142129588298e-05,0.23058345175539513,0.9259259259259259,0.9615384615384616,0.08,0.032044017888785095,1,-0.000176922411184643,0.000176922411184643,0.012,0.008159999999999999,0.0015,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.020022720098495483,0.010822698473930359,0.00293913041241467,0.8802787065505981,0.9131678342819214,0.8770880699157715,0.011948342395300479,0.008157240138839675,0.0017723086006379467,5.000001119913963,4.9999993828289915,5.000001455543373
35,surf_shape_036_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.00017618257455745984,0.48726271940466126,0.7946577629382304,0.8855813953488372,0.25840336134453784,0.08276502876421694,1.0,False,1,1,8.892428660356799e-05,0.24593516027569814,0.9118773946360154,0.9539078156312625,0.09663865546218488,0.05535131983659547,1,-8.725828795389185e-05,8.725828795389185e-05,0.013500000000000002,0.00918,0.0015,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.01848054677248001,0.010079053230583668,0.0027735899202525616,0.8964411020278931,0.9048342108726501,0.8893618583679199,0.013464537723450132,0.00919124975984277,0.0017355513139075934,4.999997884755949,4.999999406007111,5.00000006186717
36,surf_shape_037_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00047869995797212217,1.4363383561048058,0.22143698468786807,0.36258437801350046,3.515957446808511,0.15563105361157503,1.0,False,1,1,7.788210030149947e-05,0.23368510076944682,0.9038461538461539,0.9494949494949495,0.10638297872340426,0.07239856011421891,1,-0.0004008178576706227,0.0004008178576706227,0.0085,0.0057799999999999995,0.0022,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.021994508802890778,0.012011172249913216,0.0034186586271971464,0.8744894862174988,0.9107189178466797,0.8727269172668457,0.008451549272711148,0.005839066309566412,0.0025463845685717214,4.999998252962983,5.000003497523629,5.000001259617985
37,surf_shape_038_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0004728785356781078,1.199620891981268,0.3242909987669544,0.4897579143389199,2.0836501901140685,0.1030545426460238,1.0,False,1,1,9.614529281787004e-05,0.24390597844450462,0.8976109215017065,0.9460431654676259,0.11406844106463879,0.03358780977446965,1,-0.00037673324286023775,0.00037673324286023775,0.01,0.0068,0.0022,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.0221053808927536,0.011318188160657883,0.003885244019329548,0.905659556388855,0.9325929880142212,0.9165084958076477,0.01011218127412619,0.00685114628578041,0.0025583504981209824,5.00000395572759,5.0000015131006,5.000001522987228
38,surf_shape_039_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.0002418089170758106,0.3752322223350345,0.6310517529215359,0.7737973387922211,0.5846560846560847,0.11284422746802308,1.0,False,1,1,0.00015498528051100492,0.24050176452810676,0.9086538461538461,0.9521410579345088,0.10052910052910052,0.126361522744334,1,-8.682363656480567e-05,8.682363656480567e-05,0.012,0.008159999999999999,0.003,1.470588235294118,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019008273258805275,0.009670757688581944,0.003672682447358966,0.9239698648452759,0.95011305809021,0.9369036555290222,0.011951943503384367,0.008256895809934186,0.003489967611366511,5.000009574199741,5.000002504608788,4.999994018770937
39,surf_shape_040_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00039155203245765796,0.5380711127379697,0.40951571792693287,0.5810729355033153,1.441908713692946,0.07160174210960298,1.0,False,1,1,0.00020743362483483535,0.28505545133703336,0.9198473282442748,0.9582504970178927,0.08713692946058091,0.05780567761130243,1,-0.0001841184076228226,0.0001841184076228226,0.013500000000000002,0.00918,0.003,1.4705882352941178,0.0,0.0,0.78,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.025459039956331253,0.0145769277587533,0.003587246872484684,0.8029648661613464,0.8845319747924805,0.8320104479789734,0.013506983176760029,0.009182122019604598,0.0030005413576135224,5.000001980826053,5.0,4.9999991193315125
40,surf_shape_041_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0005835578257782034,3.577260786741188,0.18412162162162163,0.31098430813124106,4.431192660550459,0.08176927238411026,1.0,False,1,1,4.849390786308219e-05,0.29727191947619935,0.8452380952380952,0.9161290322580645,0.13302752293577982,0.11267138526783232,1,-0.0005350639179151212,0.0005350639179151212,0.009349999999999999,0.0046749999999999995,0.001,2.0,0.4188790204786391,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.024944745004177094,0.015046082437038422,0.0030652862042188644,0.7715889811515808,0.8592826128005981,0.7977970838546753,0.010921345802532411,0.005343795528242349,0.0011307987681546594,5.000037127794063,4.99882666384905,4.999706086867397
41,surf_shape_042_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00040638869536142457,2.116572251853466,0.3852040816326531,0.5561694290976059,1.596026490066225,0.06919399957545998,1.0,False,1,1,5.850144423903751e-05,0.3046899064443149,0.8521739130434782,0.92018779342723,0.11589403973509933,0.10276866416743898,1,-0.00034788725112238706,0.00034788725112238706,0.011,0.0055,0.001,2.0,-0.5235987755982988,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02102304995059967,0.011650051921606064,0.003024893580004573,0.8681384325027466,0.8996116518974304,0.8664734363555908,0.012504431882160673,0.006359092850349206,0.0011335715145401805,5.000111983873347,5.000042901732164,5.000042903755179
42,surf_shape_043_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.00024249800209352713,0.7007589112657848,0.6271676300578035,0.7708703374777975,0.5825688073394495,0.035196534033513076,1.0,False,1,1,0.00010536019688155603,0.30446476350346274,0.837573385518591,0.9116080937167199,0.1536697247706422,0.016260700262032794,1,-0.00013713780521197111,0.00013713780521197111,0.013199999999999998,0.006599999999999999,0.0015,2.0,-0.13962634015954636,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019783586263656616,0.010807578451931477,0.00293554225936532,0.8864485621452332,0.9037603735923767,0.8786932826042175,0.015468681298516881,0.007691316341840672,0.0016758389099410546,5.000116572863552,5.000036694320359,5.000361579890004
43,surf_shape_044_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.0004162539672452402,1.0700062027817183,0.5830687830687831,0.7366310160427807,0.7150635208711433,0.009765178721249474,1.0,False,1,1,0.00012006008458805409,0.30862176777772116,0.8323076923076923,0.90848026868178,0.16152450090744103,0.05608285775092222,1,-0.0002961938826571861,0.0002961938826571861,0.01485,0.007425,0.0015,2.0,0.20943951023931956,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.023210955783724785,0.01274037640541792,0.003623632714152336,0.8634743094444275,0.9106138348579407,0.8640860319137573,0.017368622896724965,0.00871183876790868,0.0016683225677043753,5.000233931777155,5.000233976228141,5.000382735282055
44,surf_shape_045_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.000353763682425413,0.981237639139163,0.32934131736526945,0.4954954954954955,2.036363636363636,0.22081726192146994,1.0,False,1,1,0.00011436935759421481,0.3172273582924134,0.8359375,0.9106382978723404,0.13636363636363635,0.072276100550211,1,-0.00023939432483119819,0.00023939432483119819,0.009349999999999999,0.0046749999999999995,0.0022,2.0,0.6283185307179586,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.0197751447558403,0.010414471849799156,0.0033611799590289593,0.9092229604721069,0.9265611171722412,0.9140668511390686,0.010990722527330464,0.005423442203449552,0.002462538595216052,5.000003283027754,4.9999976493037614,5.0000585854010655
45,surf_shape_046_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00023057969025119324,0.5467768226930598,0.5119047619047619,0.6771653543307087,0.9534883720930233,0.04728137374193145,1.0,False,1,1,0.00012830843930873774,0.3042595845866085,0.8497109826589595,0.91875,0.12624584717607973,0.08167428456696949,1,-0.0001022712509424555,0.0001022712509424555,0.011,0.0055,0.0022,2.0,-0.3141592653589793,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.01844347082078457,0.009866541251540184,0.003169426927343011,0.9119215607643127,0.9223816394805908,0.91746985912323,0.01269254933202447,0.00632800969090669,0.0024736914906506114,5.000141218033641,5.0001433522260355,5.000416531062193
46,surf_shape_047_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00043140673289178704,0.6197853940331911,0.4188034188034188,0.5903614457831325,1.3877551020408163,0.2123903545601097,1.0,False,1,1,0.00021113086825279086,0.3033235654332017,0.8404669260700389,0.9133192389006343,0.14512471655328799,0.29824832526467815,1,-0.00022027586463899617,0.00022027586463899617,0.013199999999999998,0.006599999999999999,0.003,2.0,0.0,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.024702006950974464,0.013223337940871716,0.003994948696345091,0.8654289245605469,0.9109451174736023,0.8828898072242737,0.01544636663091459,0.007778981575453462,0.0033599372303515502,4.999999811859862,5.000383223034339,5.000405030100182
47,surf_shape_048_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.00033823890698597643,0.43473186681230597,0.5668724279835391,0.7235718975705844,0.764065335753176,0.033530280130263254,1.0,False,1,1,0.00023889256714096748,0.3070439548371731,0.8507936507936508,0.9193825042881647,0.1161524500907441,0.040040311318059116,1,-9.934633984500895e-05,9.934633984500895e-05,0.01485,0.007425,0.003,2.0,0.4188790204786391,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.0235371645539999,0.012856772169470787,0.0035536433570086956,0.8527225255966187,0.9075283408164978,0.8635542988777161,0.017120196996401882,0.008522152755626882,0.00337599452636789,5.000511828820382,4.999998035243158,5.000037725790243
48,surf_shape_049_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00038475987829645383,2.3425485095657588,0.3288690476190476,0.49496080627099664,2.0407239819004523,0.08060093975659337,1.0,False,1,1,5.100715779155618e-05,0.31054885969615575,0.8384615384615385,0.9121338912133892,0.16289592760180996,0.05975550748405728,1,-0.00033375272050489765,0.00033375272050489765,0.009349999999999999,0.0046749999999999995,0.001,2.0,-0.5235987755982988,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.01960770972073078,0.010668903589248657,0.0029608109034597874,0.8866293430328369,0.907826840877533,0.8868159055709839,0.011209519641456538,0.005413123888739819,0.001111070143306861,5.000061363091111,4.999620562957108,5.000143361059234
49,surf_shape_050_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.000361708057690303,1.8838645043958056,0.4200278164116829,0.5915768854064642,1.380794701986755,0.03806118379643779,1.0,False,1,1,5.8140642233095266e-05,0.30281076088021086,0.8571428571428571,0.9230769230769231,0.10927152317880795,0.0793803877970915,1,-0.00030356741545720773,0.00030356741545720773,0.011,0.0055,0.001,2.0,-0.13962634015954636,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02014904096722603,0.011103656142950058,0.002922549843788147,0.8809701800346375,0.9004299640655518,0.8743332028388977,0.012516716878146466,0.0063945462656190295,0.001128943679666493,5.0000522355109975,4.999996122781958,5.0000482107065745
50,surf_shape_051_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00036950288170815203,1.0665490181887856,0.5233532934131736,0.6871069182389937,0.9107551487414187,0.07565949086943305,1.0,False,1,1,0.00010903898820019483,0.31473482770039957,0.8449304174950298,0.915948275862069,0.12356979405034325,0.06280606804312772,1,-0.0002604638935079572,0.0002604638935079572,0.013199999999999998,0.006599999999999999,0.0015,2.0,0.20943951023931956,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02183329313993454,0.011904659681022167,0.0033965723123401403,0.8772497177124023,0.9122022390365601,0.8747606873512268,0.015343747510336823,0.0076402439626103,0.00168482485826343,4.999999968471365,4.9999714733127725,4.999984349646776
51,surf_shape_052_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.0003475051983696192,0.8981869969280519,0.7059602649006622,0.827639751552795,0.363302752293578,0.0820052901021436,1.0,False,1,1,0.00011342106790848217,0.29315627176528175,0.853035143769968,0.9206896551724137,0.12844036697247707,0.09873942389133085,1,-0.00023408413046113703,0.00023408413046113703,0.01485,0.007425,0.0015,2.0,0.6283185307179586,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.021141599863767624,0.010989195667207241,0.003631795756518841,0.9035359025001526,0.9305238127708435,0.9100703597068787,0.017070127822465874,0.00861134425770648,0.0016925997362741817,5.0001102960938075,4.999999403240222,5.000026866199788
52,surf_shape_053_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00026812982636753856,0.7454102543141294,0.3769363166953528,0.5475,1.6529680365296804,0.05133905350871264,1.0,False,1,1,0.00010562940262126643,0.2936534175912188,0.8503937007874016,0.9191489361702128,0.1461187214611872,0.09914210183443943,1,-0.0001625004237462721,0.0001625004237462721,0.009349999999999999,0.0046749999999999995,0.0022,2.0,-0.3141592653589793,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.018212132155895233,0.009835988283157349,0.0030529212672263384,0.9112501740455627,0.9239289164543152,0.9202408790588379,0.010939536987871033,0.0054623876329309845,0.002467038024227762,5.0001853177929885,5.000016411677456,5.000206874361302
53,surf_shape_054_sharp_wall_boxy_corrosion,test,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.0004235215689414424,1.0249410909090777,0.33643771827706637,0.5034843205574913,1.972318339100346,0.10710128055878698,1.0,False,1,1,0.00012746368559157624,0.3084678055194515,0.8683385579937304,0.9295302013422819,0.06228373702422145,0.058631921824101596,1,-0.0002960578833498662,0.0002960578833498662,0.011,0.0055,0.0022,2.0,0.0,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02227361500263214,0.011896060779690742,0.0035734521225094795,0.8840609788894653,0.9139317870140076,0.8905205130577087,0.012017183930301347,0.006026952417669423,0.0025242187770916293,5.0,4.99999999462802,5.0000763591436534
54,surf_shape_055_sharp_wall_boxy_corrosion,test,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.0003136099082393107,0.453127316436988,0.5729303547963206,0.7284878863826232,0.7454128440366973,0.013790456212851932,1.0,False,1,1,0.00021442498321898993,0.30981743455925653,0.830739299610895,0.9075451647183846,0.15825688073394495,0.07951506583261152,1,-9.918492502032078e-05,9.918492502032078e-05,0.013199999999999998,0.006599999999999999,0.003,2.0,0.4188790204786391,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.02073628269135952,0.011473901569843292,0.0029647790361195803,0.8706892728805542,0.8983270525932312,0.8670997619628906,0.015351510609071839,0.0077445879515931435,0.003347415333742598,5.00047792914707,5.000024644146172,5.000229177199142
55,surf_shape_056_sharp_wall_boxy_corrosion,test,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,False,1,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,True,True,0.000455077449054399,0.5865009893554793,0.7565891472868217,0.8614298323036187,0.06751824817518248,0.16860870792599825,1.0,False,1,1,0.00022986899643422543,0.29625373463563665,0.8550955414012739,0.9218884120171674,0.1259124087591241,0.09914815581638581,1,-0.00022520845262017356,0.00022520845262017356,0.01485,0.007425,0.003,2.0,-0.5235987755982988,0.0,0.95,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.01826050877571106,0.009985141456127167,0.002770437393337488,0.8959450125694275,0.904158890247345,0.8910970687866211,0.017203843155919486,0.008611509588072348,0.0033771721809202782,5.000397729499189,5.000182344733814,5.000043619590216
56,surf_shape_057_asymmetric_corrosion,train,asymmetric_corrosion,single_component,profile_basis,False,1,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,False,True,0.00040873484645149983,4.527722148913271,0.27467811158798283,0.43097643097643096,2.640625,0.11301987128273307,1.0,False,1,1,3.2010818629399295e-05,0.35459685850488093,0.9504950495049505,0.9746192893401016,0.052083333333333336,0.05608285550980305,1,-0.0003767240278221005,0.0003767240278221005,0.008925,0.0055249999999999995,0.001,1.6153846153846156,0.0,0.55,0.62,observed_delta_b_features_plus_frozen_20_85_predicted_params,labels_allowed_only_for_oracle_fit_surrogate_train_targets_validation_selection_and_final_metrics,False,0.019812561571598053,0.01097633596509695,0.002714247442781925,0.8762686252593994,0.8992246389389038,0.8659118413925171,0.008869950830886094,0.005349190726067089,0.0006557699258532464,4.999939803369184,4.999939784066574,4.999926174345988
