sample_id,source_dataset,source_pack,split,defect_group,task_group,defect_type,component_count,connected_component_count,component_types,angle,vertex_count,distance_bin,mask_area,delta_bz_min,delta_bz_max,delta_bz_mean,delta_bz_std,has_bz_no_defect,has_bz_defect,has_delta_bz,has_mask,has_coords,delta_matches_defect_minus_reference,notes
single_rot_v7_0025,single_pilot_v9,pilot_v7_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,237,-0.0006208940486569465,0.0006737239083254192,-1.1783210491748774e-05,0.00035108507426235137,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0026,single_pilot_v9,pilot_v7_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,239,-0.000647172947744027,0.0005293770024086332,-2.534114301063366e-05,0.0003055821172399932,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0027,single_pilot_v9,pilot_v7_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,238,-0.0006005445765441687,0.0005253881223637703,-2.0709489465711066e-05,0.0002922455050798356,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0028,single_pilot_v9,pilot_v7_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,240,-0.000766478789510308,0.0006610959821607318,-3.597667711206224e-05,0.00036593654660789477,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0029,single_pilot_v9,pilot_v7_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,240,-0.0007540101164447717,0.0005766456821662655,-3.630243876293865e-05,0.00030954730484936333,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0030,single_pilot_v9,pilot_v7_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0007175080794928529,0.0007372444233854995,-2.1252930996547293e-05,0.0003342389780784468,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0031,single_pilot_v9,pilot_v7_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0006336553689323707,0.0006677204437404528,-4.286566048177322e-05,0.00032114802355659395,True,True,True,True,True,True,single-defect source sample
single_rot_v7_0032,single_pilot_v9,pilot_v7_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0006512611776031433,0.0005820540952591075,-1.498397784301943e-05,0.0002961315417464958,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0001,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006862098290003212,0.0005964599017633625,-1.0085014321039616e-05,0.00031642891554186015,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0002,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0008140681737694769,0.000598472823348399,-2.9981450578864387e-05,0.0003559815595272581,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0003,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0007311984820181006,0.0004402745633956625,-2.4425423513430405e-05,0.00028267844585940784,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0004,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006547816441560244,0.00058881554645051,-1.6551315488828724e-05,0.0003199659596912083,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0005,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006657889922972916,0.000672459008318507,-2.5605197933089203e-05,0.0003116911253583852,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0006,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006550090255128626,0.0007242010807769809,-2.7611216262155235e-05,0.00031654279715537015,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0007,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0005883472505758236,0.0005358636057922724,-8.346562760088078e-06,0.0002556634498315706,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0008,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,238,-0.0006662388793134443,0.0006636084953564131,1.0387887597099397e-05,0.0003369293024903185,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0009,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0006448925276299643,0.0005702459999394675,-2.3246547507824797e-05,0.0003105605301059901,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0010,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0007661539242030784,0.0007555225955066787,-1.183394218067491e-05,0.0003470871277638731,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0011,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0007468086896859391,0.0005135166698535311,-8.11984711249493e-06,0.0002823956655631485,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0012,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0006196589990856671,0.0005948164440459151,-7.52911485145772e-06,0.0003341321627296805,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0013,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006589251533319634,0.0006316979791296889,-7.1041761384336454e-06,0.0003276770609285658,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0014,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006692324669400303,0.0005602544717960146,-2.6231592195398666e-05,0.0003253535202960307,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0015,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006894931897723145,0.0005786414423546461,-1.3344218018589015e-05,0.00033581594711092777,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0016,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006699764928797212,0.00061242689230626,-3.9199016388954133e-05,0.00033654915969450817,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0017,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0007940405801451197,0.0006638525227549146,-2.8862169900708048e-05,0.0003686155047404771,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0018,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0005651250106147227,0.0005472993142387735,-2.9938175263394354e-05,0.00028833339557483243,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0019,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0007174149311500812,0.0007770941581094673,-4.965209539079283e-06,0.00034496053117357697,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0020,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,237,-0.0006844232923299766,0.0006643243100366981,1.0398760763451212e-05,0.0003243901084072319,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0021,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,244,-0.0005542153320028677,0.0005535632168888528,-2.4232457116662895e-06,0.0002657691784437449,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0022,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0006944046876082398,0.0005900082368709844,4.543947266411158e-06,0.0003181353016393202,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0023,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,244,-0.0007326187814533647,0.0006897096263098546,-5.016031995486889e-06,0.0003302532923282237,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0024,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,237,-0.0006932957709628964,0.000666381482570707,6.021397723838476e-06,0.0003718428332263725,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0025,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,239,-0.0005537047203091209,0.0006165578027098719,1.8248909978947554e-06,0.0003173736944138175,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0026,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,238,-0.0006536615646815598,0.0006480862410918905,-2.126266396549731e-05,0.0003183456432067338,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0027,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,244,-0.0006610197230977888,0.0007480081080429843,-6.763244507172351e-06,0.00033788118268008325,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0028,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,240,-0.0007226171651406083,0.0005719015896517236,-2.3728588219309017e-06,0.00031992857879105553,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0029,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,244,-0.0006124210284267141,0.0004912859498978217,-5.300763118835586e-05,0.00029411072411011653,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0030,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,238,-0.0006920892228758222,0.000628988405075705,-5.4748665280539446e-06,0.00034173475417131584,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0031,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,239,-0.0006796520492280099,0.00065181660956506,-1.997165712801224e-05,0.0003455032588327754,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0032,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,237,-0.0005270804738949793,0.0006056779911531113,1.0992560068441285e-05,0.00029677647738148667,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0033,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,10.0,0,,240,-0.0007189363061075183,0.0007190159343438556,-1.7562484946275155e-05,0.0003329814477138577,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0034,single_pilot_v9,pilot_v8_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0006432447251857936,0.0006006552398923214,-1.08867721616121e-05,0.0003157997023877161,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0035,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0005374657080800052,0.0005190165719667953,1.3165810922020885e-05,0.00028400895131594863,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0036,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,238,-0.0004981835782067077,0.0005692607931894141,3.9498403642362136e-05,0.0002539947397290061,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0037,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0006979660268600098,0.0006096253678578097,-1.0697505352682455e-05,0.0003484773507672797,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0038,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.000590694134657578,0.0006496770108480641,9.339957737934029e-06,0.0003329151358989702,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0039,single_pilot_v9,pilot_v8_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0007380788060064906,0.0005807787955157122,-7.241728389203088e-06,0.00030159504955493615,True,True,True,True,True,True,single-defect source sample
single_rot_v8_0040,single_pilot_v9,pilot_v8_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,30.0,0,,239,-0.0006590139734611865,0.000659092162778313,-6.88918324853628e-06,0.00035476534487399985,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0001,single_pilot_v9,pilot_v9_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,241,-0.0006571602602462609,0.0006827669326690825,-1.5897621723406997e-05,0.0003225433900617745,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0002,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006473091214368045,0.0005457647383526156,-1.4418811653897399e-05,0.00030726667389075884,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0003,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0007603294644035421,0.0006396701759313003,-3.098968033459951e-05,0.00031782066875289466,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0004,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,241,-0.0005762290699865684,0.00059916007379634,-8.399859673345306e-06,0.000262933624686201,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0005,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006304343798171529,0.0005358580794810838,-1.791930181390734e-05,0.0002858186056977255,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0006,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006459975840492585,0.0006088315526979834,1.1009202962071473e-05,0.00032119406350267026,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0007,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006996746819126102,0.0004983982704662434,-3.9965701661993435e-05,0.00026537777034146837,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0008,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0005552052052968199,0.0004781282105558622,-3.916938208553741e-05,0.00022264536534588326,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0009,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006145932587796157,0.0006497239267556961,-1.3282901041740498e-05,0.00029113280009439963,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0010,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0006108034765210364,0.0005032627172004012,-1.6703953026680304e-05,0.0002441350476624126,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0011,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0005176790327504776,0.00048332136518738347,-2.930012001946793e-05,0.0002631770623220912,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0012,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.000679758300858756,0.0005742877906048982,-4.2411542422544744e-05,0.00028699384276628984,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0013,single_pilot_v9,pilot_v9_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0005556721851757655,0.00048451929550570464,-3.2760366594828324e-05,0.0002446721269426724,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0014,single_pilot_v9,pilot_v9_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,20.0,0,,240,-0.0005607504314952742,0.0006424168708108223,-8.366994662958975e-07,0.0002784187105125811,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0015,single_pilot_v9,pilot_v9_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,240,-0.0006924873420805847,0.0007025072279366418,-1.4885319935271837e-05,0.00034569569440971466,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0016,single_pilot_v9,pilot_v9_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,240,-0.0005367693114176369,0.0006518752669434278,7.268885928887335e-06,0.00027205058512525535,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0017,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0005960714054158919,0.000597506670921955,-8.105962938671258e-06,0.00030312398483044986,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0018,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0005568257427431558,0.000551177257921923,-4.955229343600414e-06,0.00023332460144372146,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0019,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,240,-0.0006366582565186776,0.0006327741296536498,2.2624605269269613e-05,0.00025600254264330146,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0020,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.000577083456764489,0.0005872820708901789,2.476511226727804e-05,0.00029098492422126044,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0021,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0006049787909788288,0.0006113864471298738,-1.4159501250097714e-05,0.0002775136814931002,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0022,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0006976539527460814,0.000666811245982695,-1.6507381239183946e-05,0.00035185162949566374,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0023,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0005661393704903588,0.0005210045445012422,9.289180870736005e-06,0.00027020588068803956,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0024,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,238,-0.0006459597693157286,0.0005446178305461647,-4.596059916849004e-05,0.0003055714152531611,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0025,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0005159986974974373,0.0005799445655373977,-1.1630009094670689e-05,0.0002787818939872617,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0026,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0006524475367791882,0.0007057949419775882,-1.3587797540315325e-05,0.0003069741311344207,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0027,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0004984309986943954,0.0005374211272872614,-1.097527466524232e-05,0.0002610181706664924,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0028,single_pilot_v9,pilot_v9_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-30.0,0,,239,-0.0007346319035818697,0.0005180608596229248,-5.771882434950327e-06,0.00029210275490482894,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0029,single_pilot_v9,pilot_v9_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,241,-0.0007239075190284402,0.0006438257110862058,-3.1198008975246126e-05,0.0003468813612021726,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0030,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0005825625706020151,0.0007322746112679999,-2.7296529960124377e-07,0.00032005487282823797,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0031,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006313721103935516,0.0005017253349695942,-7.453172013299526e-07,0.00029720251763430553,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0032,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,241,-0.0005290323707937496,0.0004998687260691149,5.986097005219408e-07,0.0002484966827371203,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0033,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0004441532465702133,0.00045496014662278295,1.3274383075475612e-06,0.00022196766211061606,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0034,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0005599178399470163,0.0005882071032905162,1.9754613671588918e-05,0.0002508985294456761,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0035,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0004937052164860135,0.0003700558807669379,-3.99599697150203e-05,0.0002367413561261858,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0036,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0005897811932129976,0.0005191794513912861,-3.125830857974961e-05,0.0002781204519430104,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0037,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006357988534007716,0.0005771508859315139,-3.044552994015043e-05,0.00032481577004276366,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0038,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006035652384645089,0.0005888422417511753,-3.176216915841655e-05,0.00030289425297666203,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0039,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006078385391988796,0.0004560712724688634,-4.019144326611175e-05,0.0002355939171998744,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0040,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0006284505035545843,0.0005061331769206771,-5.159407895829063e-05,0.0002779384528738235,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0041,single_pilot_v9,pilot_v9_topup_rotated_rect,test,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-20.0,0,,240,-0.0005677416626240959,0.0004345328559768064,-5.6594357036332676e-05,0.00022648667165008443,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0042,single_pilot_v9,pilot_v9_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0005809955447225843,0.0006929234213125512,-6.365158851895527e-06,0.00034000630139193323,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0043,single_pilot_v9,pilot_v9_topup_rotated_rect,val,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0006660796764795631,0.0007030327221766542,4.734457116310153e-06,0.000356420941698881,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0044,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0006807387634518063,0.0008187504917547991,-1.8470354878442077e-05,0.00038191091443988146,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0045,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0005993782787429892,0.0005985231869521919,-1.205660152727125e-05,0.00027210500056520974,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0046,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0006746611470192425,0.0007746995607278621,-2.8761947928925755e-05,0.0003178549850368985,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0047,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,238,-0.0005118524490458746,0.0005907592117504116,-1.4703882055643613e-05,0.00025869494040737265,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0048,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,239,-0.0005062645775190115,0.000577052099432663,-8.498589265183246e-06,0.0002512739906231671,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0049,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,237,-0.0005640881309060489,0.0005574938310195158,2.1469813157547665e-05,0.0002594452081491439,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0050,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,244,-0.0005313959912839168,0.0006117415188224966,-2.1087544569349612e-05,0.00025555994038039913,True,True,True,True,True,True,single-defect source sample
single_rot_v9_0051,single_pilot_v9,pilot_v9_topup_rotated_rect,train,single_defect,single_defect,rotated_rect,1,1,rotated_rect,-10.0,0,,240,-0.0006442030296406023,0.0006221935499892443,-3.141100160305667e-05,0.00027391112512639926,True,True,True,True,True,True,single-defect source sample
