sample_id,source_pack,split,defect_type,center_x,center_y,width,length,depth,angle,n_lines,signal_length,signal_shape,mask_shape,mask_area,delta_bz_min,delta_bz_max,delta_bz_mean,delta_bz_std,has_bz_no_defect,has_bz_defect,has_delta_bz,has_mask,has_coords,delta_matches_defect_minus_reference,notes
rect_0095,pilot_v2_rectangular_notch,val,rectangular_notch,-0.003,-0.0005,0.008,0.009,0.0025,0.0,3,201,"(3, 201)","(64, 128)",377,-0.0014573434977618765,0.000888364363653201,-5.233408750827902e-05,0.0004576345339543407,True,True,True,True,True,True,merged pilot_v4 sample
rect_0096,pilot_v2_rectangular_notch,val,rectangular_notch,0.00075,0.0005,0.011,0.0075,0.0022,0.0,3,201,"(3, 201)","(64, 128)",414,-0.0016096290294528434,0.0015867134535398376,-6.892476921303714e-06,0.0005905322908053844,True,True,True,True,True,True,merged pilot_v4 sample
rect_0097,pilot_v2_rectangular_notch,val,rectangular_notch,0.00075,0.0,0.016,0.009,0.0025,0.0,3,201,"(3, 201)","(64, 128)",728,-0.0016811954448457235,0.001789973362901692,2.5572877707086263e-05,0.0005645035186351727,True,True,True,True,True,True,merged pilot_v4 sample
rect_0098,pilot_v2_rectangular_notch,val,rectangular_notch,0.00075,0.001,0.01,0.0075,0.0019,0.0,3,201,"(3, 201)","(64, 128)",384,-0.0014375229523477854,0.0014303094394677567,-7.230367555920192e-05,0.0006501418792720507,True,True,True,True,True,True,merged pilot_v4 sample
rect_0099,pilot_v2_rectangular_notch,val,rectangular_notch,-0.0015,0.001,0.013,0.0095,0.001,0.0,3,201,"(3, 201)","(64, 128)",630,-0.001803469866844429,0.00176850759068358,-6.093245782292408e-06,0.0007886148313977534,True,True,True,True,True,True,merged pilot_v4 sample
rect_0100,pilot_v2_rectangular_notch,val,rectangular_notch,0.0,0.001,0.011,0.006,0.0016,0.0,3,201,"(3, 201)","(64, 128)",342,-0.001422744048522606,0.001907443576293626,-3.5123250718367934e-06,0.0006278005110059474,True,True,True,True,True,True,merged pilot_v4 sample
rect_0101,pilot_v2_rectangular_notch,test,rectangular_notch,0.00225,-0.001,0.008,0.007,0.0019,0.0,3,201,"(3, 201)","(64, 128)",286,-0.0010915728844744744,0.0012148254864735944,-4.684982063641632e-05,0.00045993683882486225,True,True,True,True,True,True,merged pilot_v4 sample
rect_0102,pilot_v2_rectangular_notch,test,rectangular_notch,-0.003,-0.0005,0.011,0.007,0.0022,0.0,3,201,"(3, 201)","(64, 128)",374,-0.0015705090641309734,0.0013593699870514883,-7.156236440646967e-05,0.0005544906412766317,True,True,True,True,True,True,merged pilot_v4 sample
rect_0103,pilot_v2_rectangular_notch,test,rectangular_notch,-0.00225,-0.0005,0.014,0.007,0.0016,0.0,3,201,"(3, 201)","(64, 128)",506,-0.0016544939313033699,0.001188814943730313,-5.80574440215694e-05,0.0005932947670678199,True,True,True,True,True,True,merged pilot_v4 sample
rect_0104,pilot_v2_rectangular_notch,test,rectangular_notch,0.003,0.0,0.012,0.0095,0.001,0.0,3,201,"(3, 201)","(64, 128)",570,-0.0017556198792943113,0.0017115521694579944,-5.8169068344732575e-05,0.0007670798682802971,True,True,True,True,True,True,merged pilot_v4 sample
rect_0105,pilot_v2_rectangular_notch,test,rectangular_notch,0.00225,0.0005,0.014,0.01,0.0019,0.0,3,201,"(3, 201)","(64, 128)",713,-0.0015936815773897927,0.0014530236315034033,-2.339409767062535e-05,0.0006222578538661959,True,True,True,True,True,True,merged pilot_v4 sample
rect_0106,pilot_v2_rectangular_notch,test,rectangular_notch,0.00225,0.0005,0.016,0.0085,0.0019,0.0,3,201,"(3, 201)","(64, 128)",675,-0.001431702660425185,0.0016272784310290334,9.91884934992689e-06,0.0005863380745581855,True,True,True,True,True,True,merged pilot_v4 sample
rect_0107,pilot_v2_rectangular_notch,test,rectangular_notch,-0.003,0.0,0.016,0.0095,0.0022,0.0,3,201,"(3, 201)","(64, 128)",750,-0.001504795837999589,0.0013109890505121889,-3.575579744281335e-05,0.0005453834045696824,True,True,True,True,True,True,merged pilot_v4 sample
rect_0108,pilot_v2_rectangular_notch,test,rectangular_notch,-0.00075,0.0,0.016,0.007,0.0016,0.0,3,201,"(3, 201)","(64, 128)",572,-0.0015273395541747369,0.0015812011692398274,-7.251506113272134e-05,0.000598825385081791,True,True,True,True,True,True,merged pilot_v4 sample
rect_0109,pilot_v2_rectangular_notch,test,rectangular_notch,0.0015,0.0005,0.013,0.01,0.001,0.0,3,201,"(3, 201)","(64, 128)",651,-0.0019470978907970746,0.001835448985068908,-2.3879159629401985e-05,0.0008056068031937481,True,True,True,True,True,True,merged pilot_v4 sample
rect_0110,pilot_v2_rectangular_notch,test,rectangular_notch,-0.003,0.001,0.013,0.0075,0.0019,0.0,3,201,"(3, 201)","(64, 128)",504,-0.0015610424371286097,0.0015002154492254126,-1.0169798156637393e-05,0.0005897054963650474,True,True,True,True,True,True,merged pilot_v4 sample
rect_0111,pilot_v2_rectangular_notch,test,rectangular_notch,-0.003,0.0,0.013,0.0065,0.0016,0.0,3,201,"(3, 201)","(64, 128)",420,-0.0017145006630695757,0.0016124114925146528,-3.0083179970578113e-06,0.0006228939951094764,True,True,True,True,True,True,merged pilot_v4 sample
rect_0112,pilot_v2_rectangular_notch,test,rectangular_notch,0.003,-0.0005,0.01,0.0065,0.0019,0.0,3,201,"(3, 201)","(64, 128)",336,-0.0016178532372569012,0.0014319877878012665,-3.495816439066007e-05,0.0005627900893198981,True,True,True,True,True,True,merged pilot_v4 sample
rect_0113,pilot_v2_rectangular_notch,test,rectangular_notch,0.0,0.0,0.014,0.0075,0.0025,0.0,3,201,"(3, 201)","(64, 128)",528,-0.001551126007081401,0.0015385177302432622,-1.9875396404570364e-05,0.0005547623995623345,True,True,True,True,True,True,merged pilot_v4 sample
rect_0114,pilot_v2_rectangular_notch,test,rectangular_notch,-0.00075,0.0005,0.009,0.007,0.0025,0.0,3,201,"(3, 201)","(64, 128)",308,-0.0013651484361365792,0.0016195060123988772,1.2219577349885063e-05,0.0005466365981667252,True,True,True,True,True,True,merged pilot_v4 sample
rect_0115,pilot_v2_rectangular_notch,test,rectangular_notch,0.00075,-0.0005,0.009,0.0085,0.0022,0.0,3,201,"(3, 201)","(64, 128)",378,-0.0014290920591694747,0.0013613215914785328,-3.2584174897733495e-05,0.0005416565750915838,True,True,True,True,True,True,merged pilot_v4 sample
rect_0116,pilot_v2_rectangular_notch,test,rectangular_notch,0.003,0.0,0.011,0.006,0.0019,0.0,3,201,"(3, 201)","(64, 128)",306,-0.0013566839894156605,0.0014317141454662113,-6.667718789978721e-05,0.0005350867326815638,True,True,True,True,True,True,merged pilot_v4 sample
rect_0117,pilot_v2_rectangular_notch,test,rectangular_notch,0.003,0.0005,0.009,0.0095,0.0016,0.0,3,201,"(3, 201)","(64, 128)",420,-0.0015742163693136385,0.0013056506969347874,-5.7958394592600114e-05,0.0006410576592476493,True,True,True,True,True,True,merged pilot_v4 sample
rect_0118,pilot_v2_rectangular_notch,test,rectangular_notch,-0.00075,0.0,0.008,0.009,0.0019,0.0,3,201,"(3, 201)","(64, 128)",364,-0.0014936492230817064,0.0013814786101871842,-1.2033544516190204e-05,0.0005966397944560467,True,True,True,True,True,True,merged pilot_v4 sample
rect_0119,pilot_v2_rectangular_notch,test,rectangular_notch,0.003,0.001,0.012,0.01,0.0025,0.0,3,201,"(3, 201)","(64, 128)",608,-0.0014961189578946528,0.0014676687977544557,-9.604442224486064e-05,0.0005720597427738572,True,True,True,True,True,True,merged pilot_v4 sample
rect_0120,pilot_v2_rectangular_notch,test,rectangular_notch,0.003,0.001,0.013,0.0085,0.001,0.0,3,201,"(3, 201)","(64, 128)",567,-0.0016990553209905003,0.0016483496842665153,-5.792585784317211e-05,0.0007392998919400212,True,True,True,True,True,True,merged pilot_v4 sample
rot_0001,pilot_v3_rotated_rect,train,rotated_rect,-0.003,-0.001,0.008,0.006,0.001,20.0,3,201,"(3, 201)","(64, 128)",240,-0.0018236543657881405,0.0014437145591740107,-1.838585923969547e-05,0.0006660005953237181,True,True,True,True,True,True,merged pilot_v4 sample
rot_0002,pilot_v3_rotated_rect,train,rotated_rect,0.0,0.001,0.012,0.009,0.0015,-30.0,3,201,"(3, 201)","(64, 128)",539,-0.0016277499754272268,0.0015786664670816102,-2.127393642104357e-05,0.0006323376552293486,True,True,True,True,True,True,merged pilot_v4 sample
rot_0003,pilot_v3_rotated_rect,train,rotated_rect,0.003,0.0,0.016,0.007,0.002,-20.0,3,201,"(3, 201)","(64, 128)",560,-0.001554378876752172,0.0013565076475664474,-1.7187153131218307e-05,0.0006277139457986146,True,True,True,True,True,True,merged pilot_v4 sample
rot_0004,pilot_v3_rotated_rect,train,rotated_rect,0.0015,0.001,0.014,0.008,0.001,10.0,3,201,"(3, 201)","(64, 128)",560,-0.0017138725847805972,0.002078637000481037,1.2345417375646024e-05,0.0007297932177583602,True,True,True,True,True,True,merged pilot_v4 sample
rot_0005,pilot_v3_rotated_rect,train,rotated_rect,-0.003,0.0,0.008,0.006,0.0015,30.0,3,201,"(3, 201)","(64, 128)",240,-0.0016780138096707036,0.0010063696880209044,-3.858686397058003e-05,0.0005347275526310679,True,True,True,True,True,True,merged pilot_v4 sample
rot_0006,pilot_v3_rotated_rect,train,rotated_rect,0.0,-0.001,0.012,0.009,0.002,20.0,3,201,"(3, 201)","(64, 128)",541,-0.0016103546800604173,0.0016938544252228555,-8.142684536263713e-05,0.0005667024363138947,True,True,True,True,True,True,merged pilot_v4 sample
rot_0007,pilot_v3_rotated_rect,train,rotated_rect,0.003,0.001,0.016,0.007,0.0025,-30.0,3,201,"(3, 201)","(64, 128)",558,-0.0013661603120180548,0.0013767994215640078,-2.249824439626397e-05,0.0005580359394328271,True,True,True,True,True,True,merged pilot_v4 sample
rot_0008,pilot_v3_rotated_rect,train,rotated_rect,0.0015,-0.001,0.014,0.008,0.0015,-10.0,3,201,"(3, 201)","(64, 128)",560,-0.0015012498742446468,0.0017823039454539402,5.028799033614308e-07,0.0006799179651092176,True,True,True,True,True,True,merged pilot_v4 sample
rot_0009,pilot_v3_rotated_rect,train,rotated_rect,-0.003,0.001,0.008,0.006,0.002,10.0,3,201,"(3, 201)","(64, 128)",240,-0.0014667138000383027,0.001156375445279411,-5.045686665278806e-05,0.0004947920830429455,True,True,True,True,True,True,merged pilot_v4 sample
rot_0010,pilot_v3_rotated_rect,train,rotated_rect,0.0,0.0,0.012,0.009,0.0025,30.0,3,201,"(3, 201)","(64, 128)",540,-0.0015380673854256035,0.0014404823376398122,-4.506473496743973e-05,0.0005431080442653024,True,True,True,True,True,True,merged pilot_v4 sample
rot_0011,pilot_v3_rotated_rect,train,rotated_rect,0.003,-0.001,0.016,0.007,0.001,20.0,3,201,"(3, 201)","(64, 128)",562,-0.001741372965213497,0.0015910655162640229,-4.795891564553288e-05,0.000770977754430608,True,True,True,True,True,True,merged pilot_v4 sample
rot_0012,pilot_v3_rotated_rect,train,rotated_rect,0.0015,0.0,0.014,0.008,0.002,-20.0,3,201,"(3, 201)","(64, 128)",560,-0.001579138503595146,0.0014585660885136575,-1.5147489154672753e-05,0.0005468215420007522,True,True,True,True,True,True,merged pilot_v4 sample
rot_0013,pilot_v3_rotated_rect,train,rotated_rect,-0.003,-0.001,0.008,0.006,0.0025,-10.0,3,201,"(3, 201)","(64, 128)",240,-0.001573802500366709,0.0011256562873274887,-2.895844583814654e-05,0.00044742886635270473,True,True,True,True,True,True,merged pilot_v4 sample
rot_0014,pilot_v3_rotated_rect,train,rotated_rect,0.0,0.001,0.012,0.009,0.001,10.0,3,201,"(3, 201)","(64, 128)",539,-0.002051156332481016,0.0019180176649017011,-5.984602862279566e-05,0.0007744965684219804,True,True,True,True,True,True,merged pilot_v4 sample
rot_0015,pilot_v3_rotated_rect,train,rotated_rect,0.003,0.0,0.016,0.007,0.0015,30.0,3,201,"(3, 201)","(64, 128)",560,-0.001582220216457251,0.0015893909895035247,2.432263197924583e-06,0.0006445345661155513,True,True,True,True,True,True,merged pilot_v4 sample
rot_0016,pilot_v3_rotated_rect,train,rotated_rect,0.0015,0.001,0.014,0.008,0.0025,-30.0,3,201,"(3, 201)","(64, 128)",559,-0.0013516841058632244,0.0012241631146394645,-0.00012248841487855978,0.0004628642969252087,True,True,True,True,True,True,merged pilot_v4 sample
rot_0017,pilot_v3_rotated_rect,train,rotated_rect,-0.003,0.0,0.008,0.006,0.001,-20.0,3,201,"(3, 201)","(64, 128)",241,-0.0016424662136683618,0.0015294258614283744,-2.5107160211134166e-05,0.0007575411017061765,True,True,True,True,True,True,merged pilot_v4 sample
rot_0018,pilot_v3_rotated_rect,train,rotated_rect,0.0,-0.001,0.012,0.009,0.0015,-10.0,3,201,"(3, 201)","(64, 128)",539,-0.0019572279157272377,0.0014122784346018444,-2.3073701749734122e-05,0.0006730167152616341,True,True,True,True,True,True,merged pilot_v4 sample
rot_0019,pilot_v3_rotated_rect,train,rotated_rect,0.003,0.001,0.016,0.007,0.002,10.0,3,201,"(3, 201)","(64, 128)",561,-0.001752717274189579,0.00121024402330086,-6.401418206816634e-05,0.0005067542700000884,True,True,True,True,True,True,merged pilot_v4 sample
rot_0020,pilot_v3_rotated_rect,train,rotated_rect,0.0015,-0.001,0.014,0.008,0.001,20.0,3,201,"(3, 201)","(64, 128)",561,-0.0014577136929127754,0.0017571140961143584,6.85197656433467e-07,0.0007396340166335133,True,True,True,True,True,True,merged pilot_v4 sample
rot_0021,pilot_v3_rotated_rect,train,rotated_rect,-0.003,0.001,0.008,0.006,0.0015,-30.0,3,201,"(3, 201)","(64, 128)",240,-0.0014158542474242489,0.0015321742765819258,2.5428500969633874e-05,0.0005986183429857677,True,True,True,True,True,True,merged pilot_v4 sample
rot_0022,pilot_v3_rotated_rect,train,rotated_rect,0.0,0.0,0.012,0.009,0.002,-20.0,3,201,"(3, 201)","(64, 128)",540,-0.0014335422164852027,0.001275352535970144,-4.531116661958452e-05,0.0005317993845816945,True,True,True,True,True,True,merged pilot_v4 sample
rot_0023,pilot_v3_rotated_rect,train,rotated_rect,0.003,-0.001,0.016,0.007,0.0025,-10.0,3,201,"(3, 201)","(64, 128)",561,-0.001760687042561179,0.0012550345348628247,-6.719548376916361e-05,0.0006155104054978577,True,True,True,True,True,True,merged pilot_v4 sample
rot_0024,pilot_v3_rotated_rect,train,rotated_rect,0.0015,0.0,0.014,0.008,0.0015,30.0,3,201,"(3, 201)","(64, 128)",560,-0.0019695639064954648,0.0015976500833977227,-2.7761016348796243e-05,0.0006466101237386425,True,True,True,True,True,True,merged pilot_v4 sample
rot_0025,pilot_v3_rotated_rect,train,rotated_rect,-0.003,-0.001,0.008,0.006,0.002,20.0,3,201,"(3, 201)","(64, 128)",240,-0.0015107758708900144,0.0010918633698445638,-8.771938153499757e-05,0.0005312569477258751,True,True,True,True,True,True,merged pilot_v4 sample
rot_0026,pilot_v3_rotated_rect,train,rotated_rect,0.0,0.001,0.012,0.009,0.0025,-30.0,3,201,"(3, 201)","(64, 128)",539,-0.0014958695245921143,0.001727093525868605,-4.041566183435428e-05,0.000563350074801526,True,True,True,True,True,True,merged pilot_v4 sample
rot_0027,pilot_v3_rotated_rect,train,rotated_rect,0.003,0.0,0.016,0.007,0.001,-20.0,3,201,"(3, 201)","(64, 128)",560,-0.002246481063764624,0.002119923529541457,-6.211234795635382e-05,0.0008527559708430284,True,True,True,True,True,True,merged pilot_v4 sample
rot_0028,pilot_v3_rotated_rect,train,rotated_rect,0.0015,0.001,0.014,0.008,0.002,10.0,3,201,"(3, 201)","(64, 128)",560,-0.0013893219673705463,0.0012008413370568033,-4.8253878011928415e-05,0.0005484601744982099,True,True,True,True,True,True,merged pilot_v4 sample
rot_0029,pilot_v3_rotated_rect,train,rotated_rect,-0.003,0.0,0.008,0.006,0.0025,30.0,3,201,"(3, 201)","(64, 128)",240,-0.0011159541074096297,0.0008498126278068271,-5.363727024614134e-06,0.0003853354489794609,True,True,True,True,True,True,merged pilot_v4 sample
rot_0030,pilot_v3_rotated_rect,train,rotated_rect,0.0,-0.001,0.012,0.009,0.001,20.0,3,201,"(3, 201)","(64, 128)",541,-0.0019037916810334323,0.0020861430814927925,-3.174005235797858e-05,0.0007731056503984083,True,True,True,True,True,True,merged pilot_v4 sample
rot_0031,pilot_v3_rotated_rect,train,rotated_rect,0.003,0.001,0.016,0.007,0.0015,-30.0,3,201,"(3, 201)","(64, 128)",558,-0.0014534765159695943,0.0015466932152726448,-7.812315323151107e-05,0.0006719820981616098,True,True,True,True,True,True,merged pilot_v4 sample
rot_0032,pilot_v3_rotated_rect,train,rotated_rect,0.0015,-0.001,0.014,0.008,0.0025,-10.0,3,201,"(3, 201)","(64, 128)",560,-0.0014470459026303328,0.0014207720361627428,-7.538244678196294e-05,0.0005627862900809532,True,True,True,True,True,True,merged pilot_v4 sample
rot_0033,pilot_v3_rotated_rect,val,rotated_rect,-0.003,0.001,0.008,0.006,0.001,10.0,3,201,"(3, 201)","(64, 128)",240,-0.0019003090380124241,0.0013624747581718474,-3.137935458666331e-05,0.0006986354167646968,True,True,True,True,True,True,merged pilot_v4 sample
rot_0034,pilot_v3_rotated_rect,val,rotated_rect,0.0,0.0,0.012,0.009,0.0015,30.0,3,201,"(3, 201)","(64, 128)",540,-0.0016986590356963883,0.0016590343600459234,-6.22253079889003e-06,0.0006519588169092599,True,True,True,True,True,True,merged pilot_v4 sample
rot_0035,pilot_v3_rotated_rect,val,rotated_rect,0.003,-0.001,0.016,0.007,0.002,20.0,3,201,"(3, 201)","(64, 128)",562,-0.0014037728698826572,0.0016123313720165541,-3.647848193645001e-05,0.0005588845437302086,True,True,True,True,True,True,merged pilot_v4 sample
rot_0036,pilot_v3_rotated_rect,val,rotated_rect,0.0015,0.0,0.014,0.008,0.001,-20.0,3,201,"(3, 201)","(64, 128)",560,-0.0018190080669641408,0.0020481056004453616,-2.6858911115838072e-05,0.0007796051668362197,True,True,True,True,True,True,merged pilot_v4 sample
rot_0037,pilot_v3_rotated_rect,val,rotated_rect,-0.003,-0.001,0.008,0.006,0.0015,-10.0,3,201,"(3, 201)","(64, 128)",240,-0.0015660893280945182,0.0014791895422523234,-9.613570022965315e-06,0.0006213950141683522,True,True,True,True,True,True,merged pilot_v4 sample
rot_0038,pilot_v3_rotated_rect,val,rotated_rect,0.0,0.001,0.012,0.009,0.002,10.0,3,201,"(3, 201)","(64, 128)",539,-0.00163698253656235,0.0016424521555004688,-3.0891065166249234e-05,0.0005842112523193701,True,True,True,True,True,True,merged pilot_v4 sample
rot_0039,pilot_v3_rotated_rect,val,rotated_rect,0.003,0.0,0.016,0.007,0.0025,30.0,3,201,"(3, 201)","(64, 128)",560,-0.0014322095116392067,0.001362437107402038,-5.38300063201907e-05,0.0005394256192053402,True,True,True,True,True,True,merged pilot_v4 sample
rot_0040,pilot_v3_rotated_rect,val,rotated_rect,0.0015,0.001,0.014,0.008,0.0015,-30.0,3,201,"(3, 201)","(64, 128)",559,-0.0014520479072649853,0.001697254338235698,1.4802995013122756e-05,0.0007095592052206129,True,True,True,True,True,True,merged pilot_v4 sample
rot_0041,pilot_v3_rotated_rect,test,rotated_rect,-0.003,0.0,0.008,0.006,0.002,-20.0,3,201,"(3, 201)","(64, 128)",241,-0.0014760177551315643,0.0012396076083550948,-6.2007773613081814e-06,0.0005682318957770389,True,True,True,True,True,True,merged pilot_v4 sample
rot_0042,pilot_v3_rotated_rect,test,rotated_rect,0.0,-0.001,0.012,0.009,0.0025,-10.0,3,201,"(3, 201)","(64, 128)",539,-0.0016282715473984032,0.0015724695679021137,-2.7966587833114436e-05,0.0005659517291786053,True,True,True,True,True,True,merged pilot_v4 sample
rot_0043,pilot_v3_rotated_rect,test,rotated_rect,0.003,0.001,0.016,0.007,0.001,10.0,3,201,"(3, 201)","(64, 128)",561,-0.001995375561380246,0.001702153809559288,-2.1049655880761196e-05,0.0008034419415283577,True,True,True,True,True,True,merged pilot_v4 sample
rot_0044,pilot_v3_rotated_rect,test,rotated_rect,0.0015,-0.001,0.014,0.008,0.002,20.0,3,201,"(3, 201)","(64, 128)",561,-0.0014170031944792866,0.0017858126049606821,-2.1150858164216208e-05,0.0005747279069102336,True,True,True,True,True,True,merged pilot_v4 sample
rot_0045,pilot_v3_rotated_rect,test,rotated_rect,-0.003,0.001,0.008,0.006,0.0025,-30.0,3,201,"(3, 201)","(64, 128)",240,-0.0012215696672594934,0.0012149895406257125,1.8298211196190436e-05,0.0004612097246560809,True,True,True,True,True,True,merged pilot_v4 sample
rot_0046,pilot_v3_rotated_rect,test,rotated_rect,0.0,0.0,0.012,0.009,0.001,-20.0,3,201,"(3, 201)","(64, 128)",540,-0.0022406273059882766,0.0021632290697196797,-4.770125953247644e-05,0.0008868203616308738,True,True,True,True,True,True,merged pilot_v4 sample
rot_0047,pilot_v3_rotated_rect,test,rotated_rect,0.003,-0.001,0.016,0.007,0.0015,-10.0,3,201,"(3, 201)","(64, 128)",561,-0.0015317017386697908,0.0015581619338881371,2.5974593980120706e-05,0.000653229697816847,True,True,True,True,True,True,merged pilot_v4 sample
rot_0048,pilot_v3_rotated_rect,test,rotated_rect,0.0015,0.0,0.014,0.008,0.0025,30.0,3,201,"(3, 201)","(64, 128)",560,-0.001516590870859541,0.001121112929627151,-9.147939423255865e-05,0.0005094266803110967,True,True,True,True,True,True,merged pilot_v4 sample
