source_pack,sample_id,split,curvature_template,depth_bin,size_bin,aspect_bin,schema_pass,delta_max_abs_error,defect_signal_norm
v3_topup_20_76,rbc_v3topup_113_test_sharp_shallow_compact,test,sharp,shallow,small_compact,compact,True,0.0,0.019683197828806464
v3_topup_20_76,rbc_v3topup_114_test_sharp_deep_balanced,test,sharp,deep,medium_balanced,balanced,True,0.0,0.020509628923449902
v3_topup_20_76,rbc_v3topup_115_test_round_deep_compact,test,round,deep,small_compact,compact,True,0.0,0.020267457420779376
v3_topup_20_76,rbc_v3topup_116_test_round_medium_wide,test,round,medium,large_wide,wide,True,0.0,0.02236199049218532
v3_topup_20_76,rbc_v3topup_117_test_round_medium_narrow,test,round,medium,elongated,narrow,True,0.0,0.020820605323741134
v3_topup_20_76,rbc_v3topup_118_test_round_shallow_balanced,test,round,shallow,medium_balanced,balanced,True,0.0,0.021677691760395305
v3_topup_20_76,rbc_v3topup_119_test_round_medium_compact,test,round,medium,small_compact,compact,True,0.0,0.021429799436274013
v3_topup_20_76,rbc_v3topup_120_test_round_deep_narrow,test,round,deep,elongated,narrow,True,0.0,0.020320539870761687
v3_topup_20_76,rbc_v3topup_122_test_boxy_deep_balanced,test,boxy,deep,medium_balanced,balanced,True,0.0,0.02055889658846216
v3_topup_20_76,rbc_v3topup_123_test_boxy_medium_wide,test,boxy,medium,large_wide,wide,True,0.0,0.022206062116131912
v3_topup_20_76,rbc_v3topup_124_test_boxy_shallow_compact,test,boxy,shallow,small_compact,compact,True,0.0,0.02003141419391001
v3_topup_20_76,rbc_v3topup_125_test_boxy_shallow_balanced,test,boxy,shallow,medium_balanced,balanced,True,0.0,0.021870433084532365
v3_topup_20_76,rbc_v3topup_126_test_boxy_deep_wide,test,boxy,deep,large_wide,wide,True,0.0,0.022881157573840454
v3_topup_20_76,rbc_v3topup_127_test_LD_dominant_shallow_wide,test,LD_dominant,shallow,large_wide,wide,True,0.0,0.02130953712420796
v3_topup_20_76,rbc_v3topup_128_test_LD_dominant_shallow_narrow,test,LD_dominant,shallow,elongated,narrow,True,0.0,0.02096489536196028
v3_topup_20_76,rbc_v3topup_129_train_WD_dominant_medium_compact,train,WD_dominant,medium,small_compact,compact,True,0.0,0.02099921782304485
v3_topup_20_76,rbc_v3topup_130_train_sharp_shallow_wide,train,sharp,shallow,large_wide,wide,True,0.0,0.02234280243843053
v3_topup_20_76,rbc_v3topup_131_train_WD_dominant_deep_balanced,train,WD_dominant,deep,medium_balanced,balanced,True,0.0,0.018713960875147234
v3_topup_20_76,rbc_v3topup_132_train_round_shallow_narrow,train,round,shallow,elongated,narrow,True,0.0,0.02068515400317469
v3_topup_20_76,rbc_v3topup_133_train_boxy_medium_compact,train,boxy,medium,small_compact,compact,True,0.0,0.020602900290551916
v3_topup_20_76,rbc_v3topup_134_train_LD_dominant_deep_balanced,train,LD_dominant,deep,medium_balanced,balanced,True,0.0,0.018621003048524914
v3_topup_20_76,rbc_v3topup_135_train_WD_dominant_deep_wide,train,WD_dominant,deep,large_wide,wide,True,0.0,0.019218745862531316
v3_topup_20_76,rbc_v3topup_136_train_sharp_shallow_narrow,train,sharp,shallow,elongated,narrow,True,0.0,0.021407955462685865
v3_topup_20_76,rbc_v3topup_137_train_WD_dominant_medium_balanced,train,WD_dominant,medium,medium_balanced,balanced,True,0.0,0.02021994931878443
v3_topup_20_76,rbc_v3topup_138_train_sharp_medium_compact,train,sharp,medium,small_compact,compact,True,0.0,0.021099343544464296
v3_topup_20_76,rbc_v3topup_139_train_WD_dominant_shallow_wide,train,WD_dominant,shallow,large_wide,wide,True,0.0,0.02166129727938919
v3_topup_20_76,rbc_v3topup_141_train_boxy_medium_balanced,train,boxy,medium,medium_balanced,balanced,True,0.0,0.021822483461305858
v3_topup_20_76,rbc_v3topup_142_train_LD_dominant_deep_compact,train,LD_dominant,deep,small_compact,compact,True,0.0,0.017873336307713504
v3_topup_20_76,rbc_v3topup_143_train_WD_dominant_shallow_wide,train,WD_dominant,shallow,large_wide,wide,True,0.0,0.021359804319108125
v3_topup_20_76,rbc_v3topup_144_train_sharp_medium_narrow,train,sharp,medium,elongated,narrow,True,0.0,0.02168053047179469
v3_topup_20_76,rbc_v3topup_145_train_WD_dominant_deep_compact,train,WD_dominant,deep,small_compact,compact,True,0.0,0.017151627230267984
v3_topup_20_76,rbc_v3topup_146_train_sharp_shallow_balanced,train,sharp,shallow,medium_balanced,balanced,True,0.0,0.022745929686023715
