plan_row_index,base_ordinal,variant_ordinal,base_sample_id,base_source_index,perturb_sample_id,split,defect_type,forward_geometry_type,source_pack,source_sample_id,variant_type,perturb_level,expected_quality_rank,requires_comsol_forward,reference_delta_bz_source,center_x,center_y,width,length,depth,angle_rad,angle_deg,angle_sin,angle_cos,base_center_x,base_center_y,base_width,base_length,base_depth,base_angle_rad,base_angle_deg,geometry_mask_iou_vs_true,geometry_mask_dice_vs_true,area_error_vs_true,pred_mask_area_px,true_mask_area_px,center_delta_m,angle_delta_abs_deg,size_delta_norm,depth_delta_abs_m,perturbation_deltas,geometry_params,geometry_quality_to_true,notes
91,11,3,rot_v9_0063,382,rot_v9_0063__perturb_03_size_scale_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_063,size_scale_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0063,0.0,-0.001,0.00864,0.00642,0.00159,0.17453292519943295,10.0,0.17364817766693033,0.984807753012208,0.0,-0.001,0.008,0.006,0.0015,0.17453292519943295,10.0,0.8840579710144928,0.9384615384615385,0.13114754098360656,276.0,244.0,0.0,0.0,0.07500000000000001,9.000000000000002e-05,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.06,""actual_length_scale"":1.07,""actual_width_scale"":1.08,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.06,""length_scale"":1.07,""width_scale"":1.08}","{""angle_cos"":0.984807753012208,""angle_deg"":10.0,""angle_rad"":0.17453292519943295,""angle_sin"":0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":-0.001,""depth"":0.00159,""forward_geometry_type"":""rotated_rect"",""length"":0.00642,""units"":""coordinates=m, Bz=T"",""width"":0.00864}","{""angle_delta_abs_deg"":0.0,""area_error"":0.13114754098360656,""center_delta_m"":0.0,""depth_delta_abs_m"":9.000000000000002e-05,""mask_dice"":0.9384615384615385,""mask_iou"":0.8840579710144928,""pred_area_px"":276.0,""size_delta_norm"":0.07500000000000001,""true_area_px"":244.0}",requires_real_comsol_forward
92,11,4,rot_v9_0063,382,rot_v9_0063__perturb_04_size_scale_large,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_063,size_scale_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0063,0.0,-0.001,0.0064,0.0072,0.001275,0.17453292519943295,10.0,0.17364817766693033,0.984807753012208,0.0,-0.001,0.008,0.006,0.0015,0.17453292519943295,10.0,0.6928571428571428,0.8185654008438819,0.05737704918032787,230.0,244.0,0.0,0.0,0.19999999999999996,0.00022499999999999994,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":0.8500000000000001,""actual_length_scale"":1.2,""actual_width_scale"":0.8,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":0.85,""length_scale"":1.2,""width_scale"":0.8}","{""angle_cos"":0.984807753012208,""angle_deg"":10.0,""angle_rad"":0.17453292519943295,""angle_sin"":0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":-0.001,""depth"":0.001275,""forward_geometry_type"":""rotated_rect"",""length"":0.0072,""units"":""coordinates=m, Bz=T"",""width"":0.0064}","{""angle_delta_abs_deg"":0.0,""area_error"":0.05737704918032787,""center_delta_m"":0.0,""depth_delta_abs_m"":0.00022499999999999994,""mask_dice"":0.8185654008438819,""mask_iou"":0.6928571428571428,""pred_area_px"":230.0,""size_delta_norm"":0.19999999999999996,""true_area_px"":244.0}",requires_real_comsol_forward
93,11,5,rot_v9_0063,382,rot_v9_0063__perturb_05_angle_shift_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_063,angle_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0063,0.0,-0.001,0.008,0.006,0.0015,0.08726646259971647,5.0,0.08715574274765817,0.9961946980917455,0.0,-0.001,0.008,0.006,0.0015,0.17453292519943295,10.0,0.9243027888446215,0.9606625258799172,0.020491803278688523,239.0,244.0,0.0,5.0,0.0,0.0,"{""actual_delta_angle_deg"":-5.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":-5.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9961946980917455,""angle_deg"":5.0,""angle_rad"":0.08726646259971647,""angle_sin"":0.08715574274765817,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":-0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":5.0,""area_error"":0.020491803278688523,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.9606625258799172,""mask_iou"":0.9243027888446215,""pred_area_px"":239.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",requires_real_comsol_forward
94,11,6,rot_v9_0063,382,rot_v9_0063__perturb_06_angle_shift_large,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_063,angle_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0063,0.0,-0.001,0.008,0.006,0.0015,-0.08726646259971647,-5.0,-0.08715574274765817,0.9961946980917455,0.0,-0.001,0.008,0.006,0.0015,0.17453292519943295,10.0,0.7822878228782287,0.8778467908902692,0.020491803278688523,239.0,244.0,0.0,15.0,0.0,0.0,"{""actual_delta_angle_deg"":-15.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":-15.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9961946980917455,""angle_deg"":-5.0,""angle_rad"":-0.08726646259971647,""angle_sin"":-0.08715574274765817,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":-0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":15.0,""area_error"":0.020491803278688523,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.8778467908902692,""mask_iou"":0.7822878228782287,""pred_area_px"":239.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",requires_real_comsol_forward
95,11,7,rot_v9_0063,382,rot_v9_0063__perturb_07_mixed_center_size_angle,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_063,mixed_center_size_angle,mixed,3,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0063,0.0015,-0.002,0.0092,0.00684,0.0016500000000000002,0.3490658503988659,20.0,0.3420201433256687,0.9396926207859084,0.0,-0.001,0.008,0.006,0.0015,0.17453292519943295,10.0,0.5094339622641509,0.675,0.29508196721311475,316.0,244.0,0.0018027756377319948,10.0,0.14499999999999996,0.00015000000000000018,"{""actual_delta_angle_deg"":10.0,""actual_delta_center_x"":0.0015,""actual_delta_center_y"":-0.001,""actual_depth_scale"":1.1,""actual_length_scale"":1.14,""actual_width_scale"":1.15,""delta_angle_deg"":10.0,""delta_center_x"":0.0015,""delta_center_y"":-0.001,""depth_scale"":1.1,""length_scale"":1.14,""width_scale"":1.15}","{""angle_cos"":0.9396926207859084,""angle_deg"":20.0,""angle_rad"":0.3490658503988659,""angle_sin"":0.3420201433256687,""base_defect_type"":""rotated_rect"",""center_x"":0.0015,""center_y"":-0.002,""depth"":0.0016500000000000002,""forward_geometry_type"":""rotated_rect"",""length"":0.00684,""units"":""coordinates=m, Bz=T"",""width"":0.0092}","{""angle_delta_abs_deg"":10.0,""area_error"":0.29508196721311475,""center_delta_m"":0.0018027756377319948,""depth_delta_abs_m"":0.00015000000000000018,""mask_dice"":0.675,""mask_iou"":0.5094339622641509,""pred_area_px"":316.0,""size_delta_norm"":0.14499999999999996,""true_area_px"":244.0}",requires_real_comsol_forward
96,12,0,rot_v9_0052,371,rot_v9_0052__perturb_00_true_geometry_reference,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,true_geometry_reference,reference,0,false,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,-0.17364817766693033,0.984807753012208,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,1.0,1.0,0.0,244.0,244.0,0.0,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.984807753012208,""angle_deg"":-10.0,""angle_rad"":-0.17453292519943295,""angle_sin"":-0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":1.0,""mask_iou"":1.0,""pred_area_px"":244.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",true_geometry_reference_reuses_original_delta_bz
97,12,1,rot_v9_0052,371,rot_v9_0052__perturb_01_center_shift_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,center_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,-0.00075,0.0015,0.008,0.006,0.0015,-0.17453292519943295,-10.0,-0.17364817766693033,0.984807753012208,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.7347670250896058,0.8471074380165289,0.01639344262295082,240.0,244.0,0.0009013878188659974,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":-0.00075,""actual_delta_center_y"":0.0005,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":-0.00075,""delta_center_y"":0.0005,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.984807753012208,""angle_deg"":-10.0,""angle_rad"":-0.17453292519943295,""angle_sin"":-0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":-0.00075,""center_y"":0.0015,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.01639344262295082,""center_delta_m"":0.0009013878188659974,""depth_delta_abs_m"":0.0,""mask_dice"":0.8471074380165289,""mask_iou"":0.7347670250896058,""pred_area_px"":240.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",requires_real_comsol_forward
98,12,2,rot_v9_0052,371,rot_v9_0052__perturb_02_center_shift_large,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,center_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,0.002,-0.00039999999999999996,0.008,0.006,0.0015,-0.17453292519943295,-10.0,-0.17364817766693033,0.984807753012208,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.4252199413489736,0.5967078189300411,0.00819672131147541,242.0,244.0,0.0024413111231467405,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.002,""actual_delta_center_y"":-0.0014,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.002,""delta_center_y"":-0.0014,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.984807753012208,""angle_deg"":-10.0,""angle_rad"":-0.17453292519943295,""angle_sin"":-0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":0.002,""center_y"":-0.00039999999999999996,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.00819672131147541,""center_delta_m"":0.0024413111231467405,""depth_delta_abs_m"":0.0,""mask_dice"":0.5967078189300411,""mask_iou"":0.4252199413489736,""pred_area_px"":242.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",requires_real_comsol_forward
99,12,3,rot_v9_0052,371,rot_v9_0052__perturb_03_size_scale_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,size_scale_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,0.0,0.001,0.00736,0.00642,0.00159,-0.17453292519943295,-10.0,-0.17364817766693033,0.984807753012208,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.8461538461538461,0.9166666666666666,0.03278688524590164,236.0,244.0,0.0,0.0,0.07500000000000001,9.000000000000002e-05,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.06,""actual_length_scale"":1.07,""actual_width_scale"":0.92,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.06,""length_scale"":1.07,""width_scale"":0.92}","{""angle_cos"":0.984807753012208,""angle_deg"":-10.0,""angle_rad"":-0.17453292519943295,""angle_sin"":-0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":0.001,""depth"":0.00159,""forward_geometry_type"":""rotated_rect"",""length"":0.00642,""units"":""coordinates=m, Bz=T"",""width"":0.00736}","{""angle_delta_abs_deg"":0.0,""area_error"":0.03278688524590164,""center_delta_m"":0.0,""depth_delta_abs_m"":9.000000000000002e-05,""mask_dice"":0.9166666666666666,""mask_iou"":0.8461538461538461,""pred_area_px"":236.0,""size_delta_norm"":0.07500000000000001,""true_area_px"":244.0}",requires_real_comsol_forward
100,12,4,rot_v9_0052,371,rot_v9_0052__perturb_04_size_scale_large,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,size_scale_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,0.0,0.001,0.00976,0.00492,0.001275,-0.17453292519943295,-10.0,-0.17364817766693033,0.984807753012208,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.7031802120141343,0.8257261410788381,0.02459016393442623,238.0,244.0,0.0,0.0,0.19999999999999996,0.00022499999999999994,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":0.8500000000000001,""actual_length_scale"":0.82,""actual_width_scale"":1.22,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":0.85,""length_scale"":0.82,""width_scale"":1.22}","{""angle_cos"":0.984807753012208,""angle_deg"":-10.0,""angle_rad"":-0.17453292519943295,""angle_sin"":-0.17364817766693033,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":0.001,""depth"":0.001275,""forward_geometry_type"":""rotated_rect"",""length"":0.00492,""units"":""coordinates=m, Bz=T"",""width"":0.00976}","{""angle_delta_abs_deg"":0.0,""area_error"":0.02459016393442623,""center_delta_m"":0.0,""depth_delta_abs_m"":0.00022499999999999994,""mask_dice"":0.8257261410788381,""mask_iou"":0.7031802120141343,""pred_area_px"":238.0,""size_delta_norm"":0.19999999999999996,""true_area_px"":244.0}",requires_real_comsol_forward
101,12,5,rot_v9_0052,371,rot_v9_0052__perturb_05_angle_shift_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,angle_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,0.0,0.001,0.008,0.006,0.0015,-0.2617993877991494,-15.0,-0.25881904510252074,0.9659258262890683,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.9203187250996016,0.9585062240663901,0.02459016393442623,238.0,244.0,0.0,5.0,0.0,0.0,"{""actual_delta_angle_deg"":-5.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":-5.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9659258262890683,""angle_deg"":-15.0,""angle_rad"":-0.2617993877991494,""angle_sin"":-0.25881904510252074,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":5.0,""area_error"":0.02459016393442623,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.9585062240663901,""mask_iou"":0.9203187250996016,""pred_area_px"":238.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",requires_real_comsol_forward
102,12,6,rot_v9_0052,371,rot_v9_0052__perturb_06_angle_shift_large,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_052,angle_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,0.0,0.001,0.008,0.006,0.0015,0.08726646259971647,5.0,0.08715574274765817,0.9961946980917455,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.7822878228782287,0.8778467908902692,0.020491803278688523,239.0,244.0,0.0,15.0,0.0,0.0,"{""actual_delta_angle_deg"":15.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":15.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9961946980917455,""angle_deg"":5.0,""angle_rad"":0.08726646259971647,""angle_sin"":0.08715574274765817,""base_defect_type"":""rotated_rect"",""center_x"":0.0,""center_y"":0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":15.0,""area_error"":0.020491803278688523,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":0.8778467908902692,""mask_iou"":0.7822878228782287,""pred_area_px"":239.0,""size_delta_norm"":0.0,""true_area_px"":244.0}",requires_real_comsol_forward
103,12,7,rot_v9_0052,371,rot_v9_0052__perturb_07_mixed_center_size_angle,train,rotated_rect,rectangular_notch,pilot_v9_topup_rotated_rect,sample_topup_052,mixed_center_size_angle,mixed,3,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0052,-0.0015,0.0,0.00688,0.00684,0.0016500000000000002,0.0,0.0,0.0,1.0,0.0,0.001,0.008,0.006,0.0015,-0.17453292519943295,-10.0,0.49079754601226994,0.6584362139917695,0.00819672131147541,242.0,244.0,0.0018027756377319948,10.0,0.13999999999999999,0.00015000000000000018,"{""actual_delta_angle_deg"":10.0,""actual_delta_center_x"":-0.0015,""actual_delta_center_y"":-0.001,""actual_depth_scale"":1.1,""actual_length_scale"":1.14,""actual_width_scale"":0.86,""delta_angle_deg"":10.0,""delta_center_x"":-0.0015,""delta_center_y"":-0.001,""depth_scale"":1.1,""length_scale"":1.14,""width_scale"":0.86}","{""angle_cos"":1.0,""angle_deg"":0.0,""angle_rad"":0.0,""angle_sin"":0.0,""base_defect_type"":""rotated_rect"",""center_x"":-0.0015,""center_y"":0.0,""depth"":0.0016500000000000002,""forward_geometry_type"":""rectangular_notch"",""length"":0.00684,""units"":""coordinates=m, Bz=T"",""width"":0.00688}","{""angle_delta_abs_deg"":10.0,""area_error"":0.00819672131147541,""center_delta_m"":0.0018027756377319948,""depth_delta_abs_m"":0.00015000000000000018,""mask_dice"":0.6584362139917695,""mask_iou"":0.49079754601226994,""pred_area_px"":242.0,""size_delta_norm"":0.13999999999999999,""true_area_px"":244.0}",requires_real_comsol_forward
104,13,0,rot_v9_0008,327,rot_v9_0008__perturb_00_true_geometry_reference,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_008,true_geometry_reference,reference,0,false,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0008,-0.0015,0.001,0.008,0.006,0.0015,0.3490658503988659,20.0,0.3420201433256687,0.9396926207859084,-0.0015,0.001,0.008,0.006,0.0015,0.3490658503988659,20.0,1.0,1.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9396926207859084,""angle_deg"":20.0,""angle_rad"":0.3490658503988659,""angle_sin"":0.3420201433256687,""base_defect_type"":""rotated_rect"",""center_x"":-0.0015,""center_y"":0.001,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.0,""depth_delta_abs_m"":0.0,""mask_dice"":1.0,""mask_iou"":1.0,""pred_area_px"":240.0,""size_delta_norm"":0.0,""true_area_px"":240.0}",true_geometry_reference_reuses_original_delta_bz
105,13,1,rot_v9_0008,327,rot_v9_0008__perturb_01_center_shift_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_008,center_shift_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0008,-0.00075,0.0005,0.008,0.006,0.0015,0.3490658503988659,20.0,0.3420201433256687,0.9396926207859084,-0.0015,0.001,0.008,0.006,0.0015,0.3490658503988659,20.0,0.6901408450704225,0.8166666666666667,0.0,240.0,240.0,0.0009013878188659974,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.00075,""actual_delta_center_y"":-0.0005,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":0.00075,""delta_center_y"":-0.0005,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9396926207859084,""angle_deg"":20.0,""angle_rad"":0.3490658503988659,""angle_sin"":0.3420201433256687,""base_defect_type"":""rotated_rect"",""center_x"":-0.00075,""center_y"":0.0005,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.0,""center_delta_m"":0.0009013878188659974,""depth_delta_abs_m"":0.0,""mask_dice"":0.8166666666666667,""mask_iou"":0.6901408450704225,""pred_area_px"":240.0,""size_delta_norm"":0.0,""true_area_px"":240.0}",requires_real_comsol_forward
106,13,2,rot_v9_0008,327,rot_v9_0008__perturb_02_center_shift_large,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_008,center_shift_large,large,2,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0008,-0.0035,-0.00039999999999999996,0.008,0.006,0.0015,0.3490658503988659,20.0,0.3420201433256687,0.9396926207859084,-0.0015,0.001,0.008,0.006,0.0015,0.3490658503988659,20.0,0.46200607902735563,0.632016632016632,0.004166666666666667,241.0,240.0,0.0024413111231467405,0.0,0.0,0.0,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":-0.002,""actual_delta_center_y"":-0.0014,""actual_depth_scale"":1.0,""actual_length_scale"":1.0,""actual_width_scale"":1.0,""delta_angle_deg"":0.0,""delta_center_x"":-0.002,""delta_center_y"":-0.0014,""depth_scale"":1.0,""length_scale"":1.0,""width_scale"":1.0}","{""angle_cos"":0.9396926207859084,""angle_deg"":20.0,""angle_rad"":0.3490658503988659,""angle_sin"":0.3420201433256687,""base_defect_type"":""rotated_rect"",""center_x"":-0.0035,""center_y"":-0.00039999999999999996,""depth"":0.0015,""forward_geometry_type"":""rotated_rect"",""length"":0.006,""units"":""coordinates=m, Bz=T"",""width"":0.008}","{""angle_delta_abs_deg"":0.0,""area_error"":0.004166666666666667,""center_delta_m"":0.0024413111231467405,""depth_delta_abs_m"":0.0,""mask_dice"":0.632016632016632,""mask_iou"":0.46200607902735563,""pred_area_px"":241.0,""size_delta_norm"":0.0,""true_area_px"":240.0}",requires_real_comsol_forward
107,13,3,rot_v9_0008,327,rot_v9_0008__perturb_03_size_scale_small,train,rotated_rect,rotated_rect,pilot_v9_topup_rotated_rect,sample_topup_008,size_scale_small,small,1,true,comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz:rot_v9_0008,-0.0015,0.001,0.00864,0.005580000000000001,0.00159,0.3490658503988659,20.0,0.3420201433256687,0.9396926207859084,-0.0015,0.001,0.008,0.006,0.0015,0.3490658503988659,20.0,0.8571428571428571,0.9230769230769231,0.004166666666666667,241.0,240.0,0.0,0.0,0.07499999999999994,9.000000000000002e-05,"{""actual_delta_angle_deg"":0.0,""actual_delta_center_x"":0.0,""actual_delta_center_y"":0.0,""actual_depth_scale"":1.06,""actual_length_scale"":0.9300000000000002,""actual_width_scale"":1.08,""delta_angle_deg"":0.0,""delta_center_x"":0.0,""delta_center_y"":0.0,""depth_scale"":1.06,""length_scale"":0.93,""width_scale"":1.08}","{""angle_cos"":0.9396926207859084,""angle_deg"":20.0,""angle_rad"":0.3490658503988659,""angle_sin"":0.3420201433256687,""base_defect_type"":""rotated_rect"",""center_x"":-0.0015,""center_y"":0.001,""depth"":0.00159,""forward_geometry_type"":""rotated_rect"",""length"":0.005580000000000001,""units"":""coordinates=m, Bz=T"",""width"":0.00864}","{""angle_delta_abs_deg"":0.0,""area_error"":0.004166666666666667,""center_delta_m"":0.0,""depth_delta_abs_m"":9.000000000000002e-05,""mask_dice"":0.9230769230769231,""mask_iou"":0.8571428571428571,""pred_area_px"":241.0,""size_delta_norm"":0.07499999999999994,""true_area_px"":240.0}",requires_real_comsol_forward
