sample_id,source_pack,source_sample_id,split,defect_type,center_x,center_y,width,length,depth,angle_deg,vertex_count,polygon_area,n_lines,signal_length,signal_shape,mask_shape,mask_area,delta_bz_min,delta_bz_max,delta_bz_mean,delta_bz_std,has_bz_no_defect,has_bz_defect,has_delta_bz,has_mask,has_coords,delta_matches_defect_minus_reference,notes
rect_v9_0028,pilot_v9_topup_rectangular_notch,rect_candidate_14439,train,rectangular_notch,0.0015,0.0005,0.013,0.01,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",651,-0.0007407186240065517,0.0005637197346000128,-2.6731968152478124e-05,0.0002798876807026998,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0029,pilot_v9_topup_rectangular_notch,rect_candidate_16447,train,rectangular_notch,0.0015,-0.001,0.014,0.0095,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",660,-0.0008430447347277722,0.0006512101146932922,-3.184300668151985e-05,0.00036087321516326405,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0030,pilot_v9_topup_rectangular_notch,rect_candidate_8354,train,rectangular_notch,0.0015,0.0,0.011,0.008,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",442,-0.000699919559691876,0.000805977677249613,-8.128252344732772e-06,0.00036917642528421066,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0031,pilot_v9_topup_rectangular_notch,rect_candidate_18362,train,rectangular_notch,-0.00075,0.001,0.015,0.0085,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",648,-0.0007265268120644184,0.0007065506628198706,-1.3853044215938046e-05,0.00034598771669591016,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0032,pilot_v9_topup_rectangular_notch,rect_candidate_8053,val,rectangular_notch,-0.003,-0.001,0.011,0.0075,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",408,-0.0007351099301502682,0.0006284604421601885,-7.755104127710431e-06,0.0003535227618425962,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0033,pilot_v9_topup_rectangular_notch,rect_candidate_7539,val,rectangular_notch,0.0,0.0,0.011,0.0065,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",360,-0.0006750817147192165,0.0005997188708297523,-2.4302453982849843e-05,0.0003274996576411256,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0034,pilot_v9_topup_rectangular_notch,rect_candidate_1638,test,rectangular_notch,0.00075,0.0,0.008,0.009,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",364,-0.0007954363049420302,0.0006704327872347612,-1.2232955545531082e-05,0.0003890867671168247,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0035,pilot_v9_topup_rectangular_notch,rect_candidate_2996,val,rectangular_notch,-0.003,0.0005,0.009,0.007,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",308,-0.0006529299458121096,0.0006003088821855328,-1.9114559523403687e-05,0.00029708922798852644,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0036,pilot_v9_topup_rectangular_notch,rect_candidate_21365,train,rectangular_notch,-0.00075,0.0005,0.016,0.0095,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",780,-0.0006722114593841209,0.0006072914074911653,-2.031627162440211e-05,0.0003037786951524408,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0037,pilot_v9_topup_rectangular_notch,rect_candidate_19077,train,rectangular_notch,-0.0015,0.001,0.015,0.01,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",768,-0.0007661676183654811,0.000801674163648157,-3.1467995576147376e-05,0.0003998960972975947,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0038,pilot_v9_topup_rectangular_notch,rect_candidate_7710,test,rectangular_notch,-0.0015,0.001,0.011,0.0065,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",340,-0.0006410557835044,0.00048490071786748455,-5.221571567374632e-05,0.0002345971040524927,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0039,pilot_v9_topup_rectangular_notch,rect_candidate_15164,train,rectangular_notch,0.003,0.0,0.014,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",484,-0.0006262279086974478,0.0006880025875983819,-1.951469957642803e-05,0.0003271116642581067,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0040,pilot_v9_topup_rectangular_notch,rect_candidate_15703,train,rectangular_notch,-0.003,-0.0005,0.014,0.008,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",550,-0.0007095864988915931,0.00048470477555996475,-5.044001873409837e-05,0.00029606992579163627,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0041,pilot_v9_topup_rectangular_notch,rect_candidate_20565,train,rectangular_notch,0.0,0.0005,0.016,0.008,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",650,-0.0006039974035023228,0.0004923212884066339,-3.811987204348806e-05,0.0002839837492396304,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0042,pilot_v9_topup_rectangular_notch,rect_candidate_14545,train,rectangular_notch,-0.00225,-0.001,0.014,0.006,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",437,-0.0007570669897695525,0.0005258420810080112,-1.2087679511231848e-05,0.00033373443276515127,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0043,pilot_v9_topup_rectangular_notch,rect_candidate_8881,train,rectangular_notch,0.0,-0.001,0.011,0.009,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.0007064822255392783,0.0005746366104614439,-2.7362350744298314e-05,0.00034729047677991285,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0044,pilot_v9_topup_rectangular_notch,rect_candidate_9171,test,rectangular_notch,0.003,-0.0005,0.011,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",510,-0.0007753153449377341,0.0007694772390886427,-3.1713455688636015e-05,0.00041029143307813755,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0045,pilot_v9_topup_rectangular_notch,rect_candidate_2956,train,rectangular_notch,-0.00225,0.0,0.009,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",330,-0.0007093021584999694,0.0006291223220518145,-3.905491141024662e-06,0.00034042955903324136,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0046,pilot_v9_topup_rectangular_notch,rect_candidate_7584,val,rectangular_notch,0.0,0.0005,0.011,0.0065,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",378,-0.0006086337994271592,0.0005714371564674781,-1.9437034660663256e-05,0.0003062661318531369,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0047,pilot_v9_topup_rectangular_notch,rect_candidate_7687,train,rectangular_notch,0.00225,-0.0005,0.011,0.0065,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",357,-0.0004590802852057951,0.0006143676284539408,-8.015862257539233e-06,0.00025338595168562626,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0048,pilot_v9_topup_rectangular_notch,rect_candidate_4866,val,rectangular_notch,0.00225,0.0,0.01,0.006,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",288,-0.0006658349274726296,0.000614531887460882,-4.08065129076407e-05,0.0003352068606266448,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0049,pilot_v9_topup_rectangular_notch,rect_candidate_3688,test,rectangular_notch,0.0,0.001,0.009,0.008,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",350,-0.0007575549914833708,0.000600726012159449,-3.118494459278279e-05,0.000271288821658244,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0050,pilot_v9_topup_rectangular_notch,rect_candidate_5600,test,rectangular_notch,-0.00225,0.001,0.01,0.007,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",352,-0.0003627858377020072,0.0004723356893213569,2.2957910707889e-05,0.0001855323011204683,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0051,pilot_v9_topup_rectangular_notch,rect_candidate_21591,train,rectangular_notch,0.0,-0.001,0.016,0.01,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",832,-0.0008143434524454162,0.0007160697491965726,4.047466591539208e-06,0.0003362057154598881,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0052,pilot_v9_topup_rectangular_notch,rect_candidate_17970,train,rectangular_notch,0.0015,-0.0005,0.015,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",552,-0.000550254985655389,0.0005166764296512832,-4.019453572216764e-05,0.00022544207216408622,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0053,pilot_v9_topup_rectangular_notch,rect_candidate_1106,val,rectangular_notch,0.0015,-0.0005,0.008,0.008,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",325,-0.0006541848934654022,0.0006515695477180959,-4.6466100033040345e-06,0.00033814739030859443,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0054,pilot_v9_topup_rectangular_notch,rect_candidate_5769,test,rectangular_notch,0.003,0.0005,0.01,0.0075,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",368,-0.0006574150131561059,0.0005650715498917345,-2.7062675110726237e-05,0.0003209752666267758,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0055,pilot_v9_topup_rectangular_notch,rect_candidate_9133,test,rectangular_notch,-0.003,0.0,0.011,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",510,-0.0007416838391876066,0.0007130384738797332,-8.334040731362263e-06,0.00037812864413529153,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0056,pilot_v9_topup_rectangular_notch,rect_candidate_1472,val,rectangular_notch,0.003,-0.001,0.008,0.0085,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",351,-0.0005823607605796992,0.0006962254315038039,-1.7858655684822593e-05,0.0003270984053007617,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0057,pilot_v9_topup_rectangular_notch,rect_candidate_12088,train,rectangular_notch,-0.003,0.001,0.013,0.006,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",399,-0.0007714524349024584,0.0006601326198148106,-3.2161458584049504e-05,0.00034899664601042535,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0058,pilot_v9_topup_rectangular_notch,rect_candidate_19588,train,rectangular_notch,0.0015,-0.0005,0.016,0.006,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",475,-0.0005059154661194588,0.0004784526553119566,-4.776296645558296e-05,0.0002210463948736845,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0059,pilot_v9_topup_rectangular_notch,rect_candidate_16204,train,rectangular_notch,-0.0015,-0.0005,0.014,0.009,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",638,-0.000697206906690062,0.0005707339288527304,-2.7850652820301464e-05,0.00030505705967705173,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0060,pilot_v9_topup_rectangular_notch,rect_candidate_5401,train,rectangular_notch,0.00225,-0.001,0.01,0.007,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",352,-0.0008043935370861077,0.0008078955120614811,-3.7207536245377575e-05,0.000384464573877839,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0061,pilot_v9_topup_rectangular_notch,rect_candidate_11596,train,rectangular_notch,-0.003,0.0005,0.012,0.0095,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",570,-0.0006732444987397435,0.0006593533293634857,2.0519827626629332e-06,0.00034916607435916497,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0062,pilot_v9_topup_rectangular_notch,rect_candidate_18830,train,rectangular_notch,0.00225,0.0,0.015,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",690,-0.0007759640867107468,0.0008205723447060893,-5.687989296088151e-06,0.00039228866104888015,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0063,pilot_v9_topup_rectangular_notch,rect_candidate_15780,train,rectangular_notch,0.0015,0.001,0.014,0.008,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",550,-0.0005351165891988823,0.000627390516572886,-2.2450631962275635e-05,0.00027981165757015396,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0064,pilot_v9_topup_rectangular_notch,rect_candidate_7350,train,rectangular_notch,-0.0015,-0.001,0.011,0.006,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",323,-0.0006018998502633098,0.0005278352644599704,-1.8126623899894942e-05,0.0002519993775821482,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0065,pilot_v9_topup_rectangular_notch,rect_candidate_14940,train,rectangular_notch,0.003,0.0,0.014,0.0065,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",440,-0.000547233694753634,0.0005527478772979485,-2.9212967483548663e-05,0.00027821147013048207,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0066,pilot_v9_topup_rectangular_notch,rect_candidate_19711,train,rectangular_notch,0.0,-0.001,0.016,0.0065,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",520,-0.0006515620250116911,0.0005978061263102766,-2.1578458180477922e-05,0.00032024927051767476,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0067,pilot_v9_topup_rectangular_notch,rect_candidate_3420,val,rectangular_notch,0.00075,-0.0005,0.009,0.0075,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",322,-0.00048364970565748986,0.00047531288140277724,-2.4961147915945572e-05,0.00021393303464395838,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0068,pilot_v9_topup_rectangular_notch,rect_candidate_13639,train,rectangular_notch,0.00225,0.001,0.013,0.0085,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",567,-0.0005285560404148159,0.0005611343350919014,-6.3565742965707064e-06,0.0002335965520278233,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0069,pilot_v9_topup_rectangular_notch,rect_candidate_15424,train,rectangular_notch,0.00225,-0.001,0.014,0.0075,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",552,-0.000602469326652117,0.0007208667838212817,5.175808320685243e-06,0.0002915082916405388,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0070,pilot_v9_topup_rectangular_notch,rect_candidate_17630,train,rectangular_notch,-0.00225,-0.001,0.015,0.007,0.0022,0.0,0,,3,201,"(3, 201)","(64, 128)",506,-0.0008848262687090696,0.00037487677934401934,-6.571349052962816e-05,0.0002603803715532689,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0071,pilot_v9_topup_rectangular_notch,rect_candidate_12734,train,rectangular_notch,0.00075,-0.0005,0.013,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",462,-0.0006005323559250614,0.0005938804584211319,-2.799855099978624e-05,0.00030707611410366633,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0072,pilot_v9_topup_rectangular_notch,rect_candidate_10327,train,rectangular_notch,0.0015,0.0005,0.012,0.007,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",418,-0.0005813898826425915,0.0005405703459448229,-3.343290174017671e-05,0.00029093638294837553,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0073,pilot_v9_topup_rectangular_notch,rect_candidate_6738,test,rectangular_notch,0.00075,0.0,0.01,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",480,-0.0007283557507556414,0.0007775723538110054,-1.049291884804243e-05,0.00038279316884050314,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0074,pilot_v9_topup_rectangular_notch,rect_candidate_16444,train,rectangular_notch,0.00075,0.0,0.014,0.0095,0.0013,0.0,0,,3,201,"(3, 201)","(64, 128)",660,-0.0007259559832596057,0.0006742365914954446,1.0276164563913912e-06,0.00035453265135826584,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0075,pilot_v9_topup_rectangular_notch,rect_candidate_12213,train,rectangular_notch,0.003,-0.001,0.013,0.006,0.0016,0.0,0,,3,201,"(3, 201)","(64, 128)",399,-0.000625032719468437,0.0006670950192799387,6.29192070537675e-06,0.00029751177408451505,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0076,pilot_v9_topup_rectangular_notch,rect_candidate_1208,val,rectangular_notch,-0.003,-0.001,0.008,0.008,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",325,-0.0006326537333381842,0.00040958813777473477,-5.149755657473368e-05,0.0002580210541089659,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0077,pilot_v9_topup_rectangular_notch,rect_candidate_1045,val,rectangular_notch,-0.00075,-0.001,0.008,0.0075,0.0025,0.0,0,,3,201,"(3, 201)","(64, 128)",312,-0.0005747238688458675,0.00035893277941756116,-2.5436349500490904e-05,0.00019136155863147238,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0078,pilot_v9_topup_rectangular_notch,rect_candidate_16386,train,rectangular_notch,-0.0015,0.001,0.014,0.0095,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",660,-0.0007377019452458207,0.0008039728265355178,1.3732813017928493e-05,0.00039494111794752333,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0079,pilot_v9_topup_rectangular_notch,rect_candidate_20169,train,rectangular_notch,0.0015,0.0,0.016,0.0075,0.001,0.0,0,,3,201,"(3, 201)","(64, 128)",600,-0.0008667328095727967,0.0007932226410661595,-3.784100095484908e-05,0.00042629826099609223,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rect_v9_0080,pilot_v9_topup_rectangular_notch,rect_candidate_13038,train,rectangular_notch,-0.00075,0.001,0.013,0.0075,0.0019,0.0,0,,3,201,"(3, 201)","(64, 128)",504,-0.000450216535024504,0.0005563270644752964,1.530294657244965e-05,0.0002551335450146326,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0001,pilot_v3_rotated_rect,sample_001,val,rotated_rect,-0.003,-0.001,0.008,0.006,0.001,20.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.0018236543657881405,0.0014437145591740107,-1.838585923969547e-05,0.0006660005953237181,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0002,pilot_v3_rotated_rect,sample_002,val,rotated_rect,0.0,0.001,0.012,0.009,0.0015,-30.0,0,,3,201,"(3, 201)","(64, 128)",539,-0.0016277499754272268,0.0015786664670816102,-2.127393642104357e-05,0.0006323376552293486,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0003,pilot_v3_rotated_rect,sample_003,val,rotated_rect,0.003,0.0,0.016,0.007,0.002,-20.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.001554378876752172,0.0013565076475664474,-1.7187153131218307e-05,0.0006277139457986146,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0004,pilot_v3_rotated_rect,sample_005,val,rotated_rect,0.0015,0.001,0.014,0.008,0.001,10.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.0017138725847805972,0.002078637000481037,1.2345417375646024e-05,0.0007297932177583602,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0005,pilot_v3_rotated_rect,sample_006,val,rotated_rect,-0.003,0.0,0.008,0.006,0.0015,30.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.0016780138096707036,0.0010063696880209044,-3.858686397058003e-05,0.0005347275526310679,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0006,pilot_v3_rotated_rect,sample_007,train,rotated_rect,0.0,-0.001,0.012,0.009,0.002,20.0,0,,3,201,"(3, 201)","(64, 128)",541,-0.0016103546800604173,0.0016938544252228555,-8.142684536263713e-05,0.0005667024363138947,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0007,pilot_v3_rotated_rect,sample_008,train,rotated_rect,0.003,0.001,0.016,0.007,0.0025,-30.0,0,,3,201,"(3, 201)","(64, 128)",558,-0.0013661603120180548,0.0013767994215640078,-2.249824439626397e-05,0.0005580359394328271,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0008,pilot_v3_rotated_rect,sample_010,val,rotated_rect,0.0015,-0.001,0.014,0.008,0.0015,-10.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.0015012498742446468,0.0017823039454539402,5.028799033614308e-07,0.0006799179651092176,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0009,pilot_v3_rotated_rect,sample_011,train,rotated_rect,-0.003,0.001,0.008,0.006,0.002,10.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.0014667138000383027,0.001156375445279411,-5.045686665278806e-05,0.0004947920830429455,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0010,pilot_v3_rotated_rect,sample_012,train,rotated_rect,0.0,0.0,0.012,0.009,0.0025,30.0,0,,3,201,"(3, 201)","(64, 128)",540,-0.0015380673854256035,0.0014404823376398122,-4.506473496743973e-05,0.0005431080442653024,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0011,pilot_v3_rotated_rect,sample_013,train,rotated_rect,0.003,-0.001,0.016,0.007,0.001,20.0,0,,3,201,"(3, 201)","(64, 128)",562,-0.001741372965213497,0.0015910655162640229,-4.795891564553288e-05,0.000770977754430608,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0012,pilot_v3_rotated_rect,sample_015,val,rotated_rect,0.0015,0.0,0.014,0.008,0.002,-20.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.001579138503595146,0.0014585660885136575,-1.5147489154672753e-05,0.0005468215420007522,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0013,pilot_v3_rotated_rect,sample_016,val,rotated_rect,-0.003,-0.001,0.008,0.006,0.0025,-10.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.001573802500366709,0.0011256562873274887,-2.895844583814654e-05,0.00044742886635270473,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0014,pilot_v3_rotated_rect,sample_017,train,rotated_rect,0.0,0.001,0.012,0.009,0.001,10.0,0,,3,201,"(3, 201)","(64, 128)",539,-0.002051156332481016,0.0019180176649017011,-5.984602862279566e-05,0.0007744965684219804,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0015,pilot_v3_rotated_rect,sample_018,train,rotated_rect,0.003,0.0,0.016,0.007,0.0015,30.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.001582220216457251,0.0015893909895035247,2.432263197924583e-06,0.0006445345661155513,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0016,pilot_v3_rotated_rect,sample_020,train,rotated_rect,0.0015,0.001,0.014,0.008,0.0025,-30.0,0,,3,201,"(3, 201)","(64, 128)",559,-0.0013516841058632244,0.0012241631146394645,-0.00012248841487855978,0.0004628642969252087,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0017,pilot_v3_rotated_rect,sample_021,train,rotated_rect,-0.003,0.0,0.008,0.006,0.001,-20.0,0,,3,201,"(3, 201)","(64, 128)",241,-0.0016424662136683618,0.0015294258614283744,-2.5107160211134166e-05,0.0007575411017061765,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0018,pilot_v3_rotated_rect,sample_022,val,rotated_rect,0.0,-0.001,0.012,0.009,0.0015,-10.0,0,,3,201,"(3, 201)","(64, 128)",539,-0.0019572279157272377,0.0014122784346018444,-2.3073701749734122e-05,0.0006730167152616341,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0019,pilot_v3_rotated_rect,sample_023,train,rotated_rect,0.003,0.001,0.016,0.007,0.002,10.0,0,,3,201,"(3, 201)","(64, 128)",561,-0.001752717274189579,0.00121024402330086,-6.401418206816634e-05,0.0005067542700000884,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0020,pilot_v3_rotated_rect,sample_025,train,rotated_rect,0.0015,-0.001,0.014,0.008,0.001,20.0,0,,3,201,"(3, 201)","(64, 128)",561,-0.0014577136929127754,0.0017571140961143584,6.85197656433467e-07,0.0007396340166335133,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0021,pilot_v3_rotated_rect,sample_026,train,rotated_rect,-0.003,0.001,0.008,0.006,0.0015,-30.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.0014158542474242489,0.0015321742765819258,2.5428500969633874e-05,0.0005986183429857677,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0022,pilot_v3_rotated_rect,sample_027,train,rotated_rect,0.0,0.0,0.012,0.009,0.002,-20.0,0,,3,201,"(3, 201)","(64, 128)",540,-0.0014335422164852027,0.001275352535970144,-4.531116661958452e-05,0.0005317993845816945,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0023,pilot_v3_rotated_rect,sample_028,train,rotated_rect,0.003,-0.001,0.016,0.007,0.0025,-10.0,0,,3,201,"(3, 201)","(64, 128)",561,-0.001760687042561179,0.0012550345348628247,-6.719548376916361e-05,0.0006155104054978577,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0024,pilot_v3_rotated_rect,sample_030,train,rotated_rect,0.0015,0.0,0.014,0.008,0.0015,30.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.0019695639064954648,0.0015976500833977227,-2.7761016348796243e-05,0.0006466101237386425,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0025,pilot_v3_rotated_rect,sample_031,train,rotated_rect,-0.003,-0.001,0.008,0.006,0.002,20.0,0,,3,201,"(3, 201)","(64, 128)",240,-0.0015107758708900144,0.0010918633698445638,-8.771938153499757e-05,0.0005312569477258751,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0026,pilot_v3_rotated_rect,sample_032,train,rotated_rect,0.0,0.001,0.012,0.009,0.0025,-30.0,0,,3,201,"(3, 201)","(64, 128)",539,-0.0014958695245921143,0.001727093525868605,-4.041566183435428e-05,0.000563350074801526,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0027,pilot_v3_rotated_rect,sample_033,train,rotated_rect,0.003,0.0,0.016,0.007,0.001,-20.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.002246481063764624,0.002119923529541457,-6.211234795635382e-05,0.0008527559708430284,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
rot_p3_0028,pilot_v3_rotated_rect,sample_035,train,rotated_rect,0.0015,0.001,0.014,0.008,0.002,10.0,0,,3,201,"(3, 201)","(64, 128)",560,-0.0013893219673705463,0.0012008413370568033,-4.8253878011928415e-05,0.0005484601744982099,True,True,True,True,True,True,balanced pilot_v9 single-defect mixed sample
